id,topic,syllabus_ref,difficulty,is_hazard,prompt_ja,prompt_en,prompt_my,choice_a_ja,choice_b_ja,choice_a_en,choice_b_en,correct_answer,explanation_ja,explanation_en,explanation_my,hazard_p1_en,hazard_p1_answer,hazard_p2_en,hazard_p2_answer,hazard_p3_en,hazard_p3_answer,image_filename,media_src,verified,reviewer_notes
jp_car_0062,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,信号機のある交差点で黄色信号が点灯したとき、停止線の直前にいる車は安全に停止できる場合は必ず停止しなければならない。,"When a yellow light turns on at an intersection with traffic lights, vehicles immediately in front of the stop line must stop if it is safe to do so.",မီးပွိုင့်ရှိသော လမ်းဆုံတွင် အဝါမီးထွန်းသောအခါ ခေတ္တရပ်လိုင်းအနီးတွင်ရှိသောကားသည် ဘေးကင်းစွာရပ်နိုင်ပါက မဖြစ်မနေ ရပ်ရမည်။,正しい,誤り,True,False,A,黄色信号は原則停止を意味し、安全に停止できる場合は停止線の直前で停止しなければならない。,"A yellow light generally means a stop, and if it is safe to do so, you must stop just before the stop line.",အဝါမီးသည် အခြေခံအားဖြင့် ရပ်ရန်ဆိုလိုပြီး ဘေးကင်းစွာ ရပ်နိုင်ပါက ခေတ္တရပ်လိုင်းရှေ့တွင် ရပ်ရမည်။,,,,,,,,,PENDING,
jp_car_0063,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,交差点内で進路を妨げられそうな場合、交差点が混雑していると分かっていても進入してよい。,"If your path is likely to be blocked at an intersection, you may enter the intersection even if you know it is busy.",လမ်းဆုံအတွင်း သွားလာမှု ပိတ်ဆို့နိုင်သည်ကို သိရှိနေသော်လည်း လမ်းဆုံသို့ ဝင်နိုင်သည်။,正しい,誤り,True,False,B,交差点内で動けなくなるおそれがある場合は、信号が青であっても交差点に進入してはならない。,"If there is a risk that you may become stuck within the intersection, do not enter the intersection even if the traffic light is green.",လမ်းဆုံအတွင်း မရွေ့နိုင်ဖြစ်နိုင်ခြေရှိပါက မီးပွိုင့်အစိမ်းရောင်ဖြစ်နေသော်လည်း လမ်းဆုံအတွင်းသို့ မဝင်ရပါ။,,,,,,,,,PENDING,
jp_car_0064,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,信号機が「赤の点滅」を表示している交差点では、車は一時停止して安全を確認してから進行することができる。,"At intersections where the traffic lights are flashing red, cars can temporarily stop and ensure it is safe before proceeding.","မီးပွိုင့်က ""အနီရောင်တုတ်ခြင်း"" ပြသည့်လမ်းဆုံတွင် ကားသည် ခေတ္တရပ်ပြီး ဘေးကင်းမှုစစ်ဆေးပြီးမှ ဆက်သွားနိုင်သည်။",正しい,誤り,True,False,A,赤の点滅信号は「止まれ」の標識と同じ意味であり、一時停止して安全確認後に進行できる。,"A flashing red signal has the same meaning as a ""stop"" sign, meaning you can stop temporarily and proceed after ensuring safety.","အနီရောင်တုတ်ခြင်းမီးသည် ""ရပ်ပါ"" ဆိုင်းဘုတ်နှင့် တူညီသောအဓိပ္ပာယ်ဖြစ်ပြီး ခေတ္တရပ်ပြီး ဘေးကင်းမှုစစ်ဆေးပြီးမှ ဆက်သွားနိုင်သည်။",,,,,,,,,PENDING,
jp_car_0065,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,黄色の点滅信号がある交差点では、他の交通に注意して進行することができる。,"At intersections with flashing yellow lights, you can proceed with caution towards other traffic.",အဝါရောင်တုတ်ခြင်းမီးရှိသော လမ်းဆုံတွင် အခြားယာဉ်/လူများကို သတိပြု၍ ဆက်သွားနိုင်သည်။,正しい,誤り,True,False,A,黄色の点滅信号は、他の車両や歩行者の動きに注意しながら進行してよいことを示す。,A flashing yellow signal indicates that you may proceed while paying attention to the movements of other vehicles and pedestrians.,အဝါရောင်တုတ်ခြင်းမီးသည် အခြားယာဉ်များနှင့် လူသွားလူလာများ၏ လှုပ်ရှားမှုကို သတိပြုလျက် ဆက်သွားနိုင်ကြောင်း ဖော်ပြသည်။,,,,,,,,,PENDING,
jp_car_0066,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,T字路で本線とぶつかる側道から進入する車は、本線を走る車に対して常に進路を譲らなければならない。,Vehicles approaching from a side road that meets the main line at a T-junction must always yield to vehicles traveling on the main line.,T-ပုံစံလမ်းဆုံတွင် လမ်းမနှင့် ဆုံစည်းသော ဘေးလမ်းမှ ဝင်လာသောကားသည် လမ်းမပေါ်မှ ကားများအတွက် အမြဲတမ်း လမ်းဖယ်ပေးရမည်။,正しい,誤り,True,False,A,T字路では、突き当たる側の道路（側道）から進入する車は、本線（直進道路）を走る車に進路を譲る必要がある。,"At a T-junction, vehicles approaching from the side road (service road) must yield to vehicles traveling on the main road (straight road).",T-ပုံစံလမ်းဆုံတွင် ဆုံသွားသောဘက်ရှိလမ်း (ဘေးလမ်း) မှ ဝင်လာသောကားသည် လမ်းမ (တည့်တည့်လမ်း) ပေါ်မှ ကားများအတွက် လမ်းဖယ်ပေးရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0067,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,交差点を右折する際は、あらかじめできるだけ道路の中央に寄って大回りで進入するのが正しい方法である。,"When making a right turn at an intersection, the correct way is to approach the center of the road as much as possible and take a wide turn.",လမ်းဆုံကို ညာဘက်ကွေ့ချိန် ကြိုတင်၍ လမ်းအလယ်ဗဟိုသို့ ဖြစ်နိုင်သမျှ ကပ်ပြီး ကြီးစွာဝေးကွာစွာ ဝင်ခြင်းသည် မှန်ကန်သောနည်းလမ်းဖြစ်သည်။,正しい,誤り,True,False,B,右折時はあらかじめできるだけ道路中央に寄り、交差点の中心の直近内側を通る小回りで進行するのが正しい方法である。,"When making a right turn, the correct way to do this is to move as close to the center of the road as possible and take a short turn around the center of the intersection.",ညာဘက်ကွေ့ချိန် ကြိုတင်၍ လမ်းအလယ်ဗဟိုသို့ ဖြစ်နိုင်သမျှ ကပ်ပြီး လမ်းဆုံအလယ်ဗဟိုချက်အနီးအတွင်းဘက်ကို ဖြတ်ကျော်သွားသော ငယ်ငယ်ကွေ့ခြင်းသည် မှန်ကန်သောနည်းလမ်းဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0068,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,easy,N,交差点を左折する際は、できるだけ道路の左端に沿って小回りで進行しなければならない。,"When making a left turn at an intersection, you should make a short turn along the left edge of the road as much as possible.",လမ်းဆုံကို ဘယ်ဘက်ကွေ့ချိန် ဖြစ်နိုင်သမျှ လမ်းဘယ်ဘက်အစွန်းကို လျှောက်လျက် ငယ်ငယ်ကွေ့ပြီး ဆက်သွားရမည်။,正しい,誤り,True,False,A,左折時はできるだけ道路の左端に沿って小回りで進行することで、後続の二輪車などとの巻き込み事故を防ぐことができる。,"When making a left turn, you can avoid accidents involving other motorcycles or other vehicles by following the left edge of the road as closely as possible.",ဘယ်ဘက်ကွေ့ချိန် ဖြစ်နိုင်သမျှ လမ်းဘယ်ဘက်အစွန်းကို လျှောက်လျက် ငယ်ငယ်ကွေ့ပြီးသွားခြင်းဖြင့် နောက်ကလာသော နှစ်ဘီးယာဉ်များနှင့် ထိမှန်မိခြင်းကဲ့သို့ မတော်တဆမှုကို ကာကွယ်နိုင်သည်။,,,,,,,,,PENDING,
jp_car_0069,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,hard,N,前方の交差点で右折しようとしている対向車がいる場合、こちらが直進であれば速度や進路を変えずに通過してよい。,"If there is an oncoming vehicle making a right turn at the intersection in front of you, you can pass without changing your speed or course as long as you are going straight.",ရှေ့လမ်းဆုံတွင် ညာဘက်ကွေ့ရန်ကြိုးစားနေသော ဆန့်ကျင်ဘက်ကားရှိပါက မိမိက တည့်တည့်သွားနေလျှင် အရှိန်/လမ်းကြောင်း မပြောင်းဘဲ ဖြတ်သွားနိုင်သည်။,正しい,誤り,True,False,A,直進車には優先権があるため、対向車が右折しようとしていても直進車は速度や進路を変えずに通過することが原則であるが、相手の動きには常に注意を払う。,"Vehicles traveling straight have the right of way, so even if an oncoming vehicle is about to turn right, a vehicle traveling straight must pass without changing speed or course, but always pay attention to the other vehicle's movements.",တည့်တည့်သွားသောကားသည် ဦးစားပေးခွင့်ရှိသောကြောင့် ဆန့်ကျင်ဘက်ကား ညာဘက်ကွေ့ရန်ကြိုးစားနေသော်လည်း တည့်တည့်ကားသည် အရှိန်/လမ်းကြောင်း မပြောင်းဘဲ ဖြတ်သွားရန် အခြေခံဖြစ်သော်လည်း တစ်ဖက်လှုပ်ရှားမှုကို အမြဲသတိပြုရမည်။,,,,,,,,,PENDING,
jp_car_0070,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,交差点付近で工事などにより車線が規制されている場合、規制のない車線を走る車が優先的に通行できる。,"When lanes are restricted near an intersection due to construction, etc., cars driving in unrestricted lanes are given priority.",လမ်းဆုံအနီးတွင် ဆောက်လုပ်မှုစသည်ကြောင့် လမ်းကြောင်းကန့်သတ်ထားလျှင် ကန့်သတ်မထားသော လမ်းကြောင်းပေါ်မှ ကားများက ဦးစားပေး၍ ဖြတ်သွားနိုင်သည်။,正しい,誤り,True,False,B,車線規制がある場合は、状況に応じて係員の指示や標識に従い、規制側の車両にも適切に進路を譲るなど安全な通行を優先すべきである。,"If there are lane restrictions, priority should be given to safe passage, such as following the instructions of the staff and signs, and giving way to vehicles on the restricted side, depending on the situation.",လမ်းကြောင်းကန့်သတ်ချက်ရှိသောအခါ အခြေအနေအလိုက် လမ်းညွှန်ဝန်ထမ်းညွှန်ကြားချက် သို့မဟုတ် ဆိုင်းဘုတ်ကို လိုက်နာပြီး ကန့်သတ်ဘက်ယာဉ်များကိုလည်း လိုအပ်သလို လမ်းဖယ်ပေးခြင်းကဲ့သို့ ဘေးကင်းစွာ ဖြတ်သွားရန် ဦးစားပေးသင့်သည်။,,,,,,,,,PENDING,
jp_car_0071,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,矢印式の信号で右向きの矢印のみが点灯している場合、その時間帯は右折する車のみが進行できる。,"If only the right arrow is lit on an arrow signal, only vehicles making a right turn may proceed during that time.",မြှားပုံစံမီးပွိုင့်တွင် ညာဘက်မြှားသာ ထွန်းနေပါက ထိုအချိန်တွင် ညာဘက်ကွေ့မည့်ကားများသာ ဆက်သွားနိုင်သည်။,正しい,誤り,True,False,A,矢印信号は矢印の方向にのみ進行を許可するもので、右矢印のみが点灯している場合は右折車だけが進める。,"Arrow signals only allow vehicles to proceed in the direction of the arrow, and if only the right arrow is lit, only right-turning vehicles can proceed.",မြှားပုံစံမီးပွိုင့်သည် မြှားညွှန်ထားသော ဦးတည်ရာသို့သာ သွားလာခွင့်ပြုပြီး ညာဘက်မြှားသာ ထွန်းနေလျှင် ညာဘက်ကွေ့ကားများသာ ဆက်သွားနိုင်သည်။,,,,,,,,,PENDING,
jp_car_0072,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,hard,N,信号機に「歩車分離式」と表示されている交差点では、車両用信号と歩行者用信号が同時に青にならない。,"At intersections where the traffic lights indicate ""pedestrian and vehicle separation"", the vehicle and pedestrian signals do not turn green at the same time.","မီးပွိုင့်တွင် ""လူ/ယာဉ် ခွဲခြားစနစ်"" ဖော်ပြထားသော လမ်းဆုံများတွင် ယာဉ်အတွက်မီးပွိုင့်နှင့် လူသွားလူလာအတွက်မီးပွိုင့်တို့ တစ်ချိန်တည်း အစိမ်းရောင် မဖြစ်ပါ။",正しい,誤り,True,False,A,歩車分離式信号は車両と歩行者が同時に交差点を通行しないよう制御され、巻き込み事故を防ぐ仕組みである。,"Pedestrian and vehicle separation signals prevent vehicles and pedestrians from passing through intersections at the same time, and prevent accidents involving pedestrians and pedestrians.",လူ/ယာဉ် ခွဲခြားစနစ်မီးပွိုင့်သည် ယာဉ်နှင့် လူသွားလူလာ တစ်ချိန်တည်း လမ်းဆုံကို မဖြတ်သန်းစေရန် ထိန်းချုပ်ထားပြီး ထိမှန်မိခြင်းကဲ့သို့ မတော်တဆမှုကို ကာကွယ်သည့် စနစ်ဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0073,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「左折可」の標示板がある交差点では、赤信号でも他の交通に注意して左折することができる。,"At intersections with ""Left Turn Allowed"" signs, you can make a left turn even if the light is red, paying attention to other traffic.","""ဘယ်ဘက်ကွေ့နိုင်"" ဆိုင်းဘုတ်ရှိသော လမ်းဆုံတွင် အနီရောင်မီးထွန်းနေသော်လည်း အခြားယာဉ်/လူများကို သတိပြု၍ ဘယ်ဘက်ကွေ့နိုင်သည်။",正しい,誤り,True,False,A,「左折可」の標示板がある場合は、赤信号でも他の車両や歩行者の通行を妨げないことを確認したうえで左折できる。,"If there is a sign that says ""Left Turn Allowed,"" you may turn left after making sure that you do not obstruct the passage of other vehicles or pedestrians even on red lights.","""ဘယ်ဘက်ကွေ့နိုင်"" ဆိုင်းဘုတ်ရှိလျှင် အနီရောင်မီးထွန်းနေသော်လည်း အခြားယာဉ်များနှင့် လူသွားလူလာများ၏ သွားလာမှုကို မနှောင့်ယှက်ကြောင်း စစ်ဆေးပြီးမှ ဘယ်ဘက်ကွေ့နိုင်သည်။",,,,,,,,,PENDING,
jp_car_0074,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,hard,N,車両用信号が青で、その下にある「歩行者・自転車専用」の信号が赤の場合、自転車横断帯の自転車も止まらなければならない。,"If the vehicle traffic light is green and the ""pedestrian/bicycle only"" light below it is red, bicycles in the bicycle crossing zone must also stop.","ယာဉ်အတွက်မီးပွိုင့်အစိမ်းဖြစ်ပြီး ၎င်းအောက်ရှိ ""လူသွားလူလာ/စက်ဘီးအထူးသုံး"" မီးပွိုင့်က အနီဖြစ်နေလျှင် စက်ဘီးကူးမျဉ်းရှိ စက်ဘီးများလည်း ရပ်ရမည်။",正しい,誤り,True,False,A,歩行者・自転車専用の信号が赤であれば、自転車横断帯を通行する自転車もその信号に従って停止しなければならない。,"If the traffic light for pedestrians and bicycles is red, bicycles passing through the bicycle crossing zone must also stop according to the traffic light.",လူသွားလူလာ/စက်ဘီးအထူးသုံးမီးပွိုင့်က အနီဖြစ်နေလျှင် စက်ဘီးကူးမျဉ်းကို ဖြတ်သန်းမည့် စက်ဘီးများလည်း ထိုမီးပွိုင့်ကို လိုက်နာပြီး ရပ်ရမည်။,,,,,,,,,PENDING,
jp_car_0075,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「中央線」を示す道路標示（黄色の実線）がある場所では、追い越しのためにその線を越えてはならない。,"Where there is a road marking (solid yellow line) indicating the ""center line,"" do not cross the line to overtake.","""အလယ်မျဉ်း"" ပြသည့် လမ်းအမှတ်အသား (အဝါရောင်တစ်ပြိုင်နက်မျဉ်း) ရှိသောနေရာတွင် ကျော်တက်ရန် ထိုမျဉ်းကို ဖြတ်သန်းခွင့်မရှိ။",正しい,誤り,True,False,A,黄色の実線は追い越しのための右側部分への進出を禁止する中央線であり、これを越えての追い越しは禁止されている。,"The solid yellow line is the center line that prohibits drivers from moving to the right side for overtaking, and overtaking beyond this line is prohibited.",အဝါရောင်တစ်ပြိုင်နက်မျဉ်းသည် ကျော်တက်ရန် ညာဘက်အပိုင်းသို့ ဝင်ခြင်းကို တားမြစ်သော အလယ်မျဉ်းဖြစ်ပြီး ၎င်းကို ဖြတ်ကျော်ပြီး ကျော်တက်ခြင်းကို တားမြစ်ထားသည်။,,,,,,,,,PENDING,
jp_car_0076,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,白の破線で示された中央線がある場所では、安全が確認できれば追い越しのために線を越えることができる。,"Where there is a center line marked with a dashed white line, drivers may cross the line to overtake if it is safe to do so.",အဖြူရောင်အပြတ်အပြတ်မျဉ်းဖြင့် ပြထားသော အလယ်မျဉ်းရှိသောနေရာတွင် ဘေးကင်းမှုကို စစ်ဆေးနိုင်ပါက ကျော်တက်ရန် မျဉ်းကို ဖြတ်ကျော်နိုင်သည်။,正しい,誤り,True,False,A,白の破線の中央線は、対向車などの安全を確認できれば追い越しのために越えることが認められている。,It is permitted to cross the dashed white center line to pass other vehicles if it is safe to do so.,အဖြူရောင်အပြတ်အပြတ်မျဉ်း အလယ်မျဉ်းသည် ဆန့်ကျင်ဘက်ကားစသည်၏ ဘေးကင်းမှုကို စစ်ဆေးနိုင်ပါက ကျော်တက်ရန် ဖြတ်ကျော်ခြင်းကို ခွင့်ပြုထားသည်။,,,,,,,,,PENDING,
jp_car_0077,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,hard,N,道路に書かれた菱形（ダイヤモンド）のマークは、前方に横断歩道や自転車横断帯があることを予告している。,A diamond-shaped mark on the road warns you that there is a crosswalk or bicycle crossing zone ahead.,လမ်းပေါ်တွင် ရေးထားသော စတုဂံပုံစံ (ဒိုင်မန်) အမှတ်အသားသည် ရှေ့တွင် လူကူးမျဉ်း သို့မဟုတ် စက်ဘီးကူးမျဉ်းရှိကြောင်း ကြိုတင်ဖော်ပြသည်။,正しい,誤り,True,False,A,道路上の菱形マークは横断歩道・自転車横断帯ありの予告標示であり、運転者に注意を促す。,"A diamond-shaped mark on the road is a warning sign that there is a crosswalk or bicycle crossing zone, and it alerts motorists.",လမ်းပေါ်ရှိ စတုဂံပုံစံအမှတ်အသားသည် လူကူးမျဉ်း/စက်ဘီးကူးမျဉ်းရှိကြောင်း ကြိုတင်အသိပေးသည့် အမှတ်အသားဖြစ်ပြီး မောင်းသူအား သတိပေးသည်။,,,,,,,,,PENDING,
jp_car_0078,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「規制予告」の標示板は、その先で実際に規制が始まる地点とおおむね同じ規制内容を示している。,"The ""Regulation Notice"" signboard indicates roughly the same regulations as the point at which the regulations actually begin.","""ကန့်သတ်ချက် ကြိုတင်အသိပေးချက်"" ဆိုင်းဘုတ်သည် ၎င်းရှေ့တွင် တကယ်ကန့်သတ်စသည့်နေရာနှင့် အတော်အားဖြင့် တူညီသော ကန့်သတ်အကြောင်းအရာကို ဖော်ပြသည်။",正しい,誤り,True,False,A,規制予告標識は、前方で始まる速度規制や追越し禁止などの内容を事前に知らせ、運転者に準備を促す。,"Restriction warning signs inform drivers of speed restrictions and overtaking restrictions that will begin ahead of them, encouraging drivers to prepare.",ကန့်သတ်ချက် ကြိုတင်အသိပေးချက်ဆိုင်းဘုတ်သည် ရှေ့တွင်စတင်မည့် အရှိန်ကန့်သတ်ချက် သို့မဟုတ် ကျော်တက်ခွင့်မရှိစသည့် အကြောင်းအရာကို ကြိုတင်အသိပေးပြီး မောင်းသူအား ပြင်ဆင်ရန် တိုက်တွန်းသည်။,,,,,,,,,PENDING,
jp_car_0079,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,easy,N,「学校、幼稚園・保育所等あり」の警戒標識は、付近で子供の飛び出しに注意するよう運転者に促すものである。,"The warning sign ""School, Kindergarten, Daycare Center, etc."" reminds drivers to be careful of children running out in the vicinity.","""ကျောင်း၊ မူကြွေငယ်ကျောင်း/ကလေးထိန်းဌာနရှိ"" သတိပေးဆိုင်းဘုတ်သည် အနီးတွင် ကလေးများ ရုတ်တရက် ထွက်လာနိုင်ခြင်းကို သတိပြုရန် မောင်းသူအား တိုက်တွန်းသည်။",正しい,誤り,True,False,A,この警戒標識は学校や保育施設などが近くにあることを示し、子供の飛び出しに備えて速度を落とすよう促す。,"These warning signs indicate nearby schools, child care facilities, etc. and remind drivers to slow down in case children run out.",ဤသတိပေးဆိုင်းဘုတ်သည် ကျောင်း သို့မဟုတ် ကလေးထိန်းဌာနများ အနီးတွင်ရှိကြောင်း ဖော်ပြပြီး ကလေးများ ရုတ်တရက်ထွက်လာနိုင်ခြင်းအတွက် အရှိန်လျှော့ရန် တိုက်တွန်းသည်။,,,,,,,,,PENDING,
jp_car_0080,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,hard,N,「重量制限」の標識がある橋では、表示された重量を超える車両は、空車であれば通行してもよい。,"On bridges with ""weight limit"" signs, vehicles that exceed the posted weight may be allowed to pass if they are empty.","""အလေးချိန်ကန့်သတ်"" ဆိုင်းဘုတ်ရှိသော တံတားတွင် ပြထားသော အလေးချိန်ထက် ပိုသော ယာဉ်များသည် ပစ္စည်းမတင်ထားလျှင် သွားလာနိုင်သည်။",正しい,誤り,True,False,B,重量制限は車両自体（車両総重量）に対する規制であり、空車かどうかにかかわらず表示された重量を超える車両は通行できない。,"The weight limit is a restriction on the vehicle itself (total vehicle weight), and vehicles exceeding the indicated weight cannot pass, regardless of whether it is empty or not.",အလေးချိန်ကန့်သတ်ချက်သည် ယာဉ်ကိုယ်တိုင် (ယာဉ်စုစုပေါင်းအလေးချိန်) အပေါ် ကန့်သတ်ချက်ဖြစ်ပြီး ပစ္စည်းတင်ထား၊ မထားမသက်ဆိုင်ဘဲ ပြထားသော အလေးချိန်ထက်ပိုသော ယာဉ်များ သွားလာခွင့်မရှိ။,,,,,,,,,PENDING,
jp_car_0081,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,進行方向別通行区分の標示がある車線で、直進矢印のみが描かれた車線からは右折してはならない。,"Do not turn right from a lane marked with a straight ahead arrow on it, where there are signs indicating traffic divisions based on direction of travel.",ဦးတည်ရာအလိုက် သွားလာရာ ပိုင်းခြားအမှတ်အသားရှိသော လမ်းကြောင်းတွင် တည့်တည့်မြှားသာ ရေးထားသော လမ်းကြောင်းမှ ညာဘက်ကွေ့ခွင့်မရှိ။,正しい,誤り,True,False,A,進行方向別通行区分の標示は車線ごとに進める方向を指定し、直進矢印のみの車線からは右折や左折はできない。,"Direction-based traffic classification signs specify the direction of travel for each lane, and it is not possible to turn right or left from a lane with only a straight arrow.",ဦးတည်ရာအလိုက် သွားလာရာ ပိုင်းခြားအမှတ်အသားသည် လမ်းကြောင်းအလိုက် သွားနိုင်သောဦးတည်ရာကို သတ်မှတ်ပြီး တည့်တည့်မြှားသာပါသော လမ်းကြောင်းမှ ညာဘက်/ဘယ်ဘက်ကွေ့ခွင့်မရှိပါ။,,,,,,,,,PENDING,
jp_car_0082,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「自転車専用」の標識がある通行帯を普通自動車が走行することは認められている。,"Regular cars are allowed to drive in lanes marked with ""bicycles only"" signs.","""စက်ဘီးအထူးသုံး"" ဆိုင်းဘုတ်ရှိသော လမ်းကြောင်းတွင် ပုံမှန်ကားမောင်းနှင်ခြင်းကို ခွင့်ပြုထားသည်။",正しい,誤り,True,False,B,自転車専用の通行帯は自転車のための車線であり、普通自動車は原則として通行することができない。,"Bicycle-only lanes are lanes for bicycles, and as a general rule, regular cars are not allowed to pass through them.",စက်ဘီးအထူးသုံးလမ်းကြောင်းသည် စက်ဘီးများအတွက် လမ်းကြောင်းဖြစ်ပြီး ပုံမှန်ကားများ အခြေခံအားဖြင့် သွားလာခွင့်မရှိပါ။,,,,,,,,,PENDING,
jp_car_0083,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,hard,N,信号機のない押しボタン式の横断歩道では、ボタンが押されていなければ歩行者がいても車は止まらなくてよい。,"At push-button crosswalks without traffic lights, cars do not have to stop even if a pedestrian is present unless the button is pressed.",မီးပွိုင့်မရှိသော ခလုတ်နှိပ်ပုံစံ လူကူးမျဉ်းတွင် ခလုတ်ကိုမနှိပ်ထားလျှင် လူသွားလူလာရှိသော်လည်း ကားသည် မရပ်ရပါ။,正しい,誤り,True,False,B,横断しようとしている歩行者がいる場合、ボタンの状態にかかわらず車は一時停止して歩行者の通行を妨げてはならない。,"If a pedestrian is about to cross, the vehicle must not stop and obstruct the pedestrian's passage, regardless of the state of the button.",ကူးမည့် လူသွားလူလာရှိသောအခါ ခလုတ်အခြေအနေနှင့် မသက်ဆိုင်ဘဲ ကားသည် ခေတ္တရပ်ပြီး လူသွားလူလာ၏ သွားလာမှုကို မနှောင့်ယှက်ရပါ။,,,,,,,,,PENDING,
jp_car_0084,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「停止禁止部分」の標示（黄色の格子状の枠）がある場所では、その内側で停止してはならない。,"Where there is a ""No Stopping Area"" sign (yellow grid frame), do not stop inside it.","""ရပ်တန့်ခွင့်မရှိအပိုင်း"" အမှတ်အသား (အဝါရောင် ကွက်ဂရစ်ပုံစံဘောင်) ရှိသောနေရာတွင် ၎င်းအတွင်းတွင် ရပ်တန့်ခွင့်မရှိ။",正しい,誤り,True,False,A,黄色の格子状の標示は交差点内での停滞を防ぐためのもので、前方の混雑が原因でその中に進入し停止することは禁止される。,"The yellow grid-shaped markings are intended to prevent vehicles from stopping at intersections, and it is prohibited to enter them and stop due to congestion in front of the intersection.",အဝါရောင်ကွက်ဂရစ်ပုံစံအမှတ်အသားသည် လမ်းဆုံအတွင်း ပိတ်ဆို့မှုကို ကာကွယ်ရန်ဖြစ်ပြီး ရှေ့ပိတ်ဆို့မှုကြောင့် ၎င်းအတွင်းသို့ ဝင်ပြီးရပ်တန့်ခြင်းကို တားမြစ်ထားသည်။,,,,,,,,,PENDING,
jp_car_0085,honmen_road_signs_signals,jp.car.honmen.ch3-signs-signals,medium,N,「専用通行帯」の標示がある路線バス専用車線は、原則としてバス以外のすべての車両が通行できない。,"As a general rule, all vehicles other than buses cannot pass through lanes designated for route buses that are marked as ""exclusive lanes.""","""အထူးသုံးလမ်းကြောင်း"" အမှတ်အသားရှိသော ဘတ်စ်ကားလမ်းကြောင်းကို ဘတ်စ်ကားမှလွဲ၍ ယာဉ်အားလုံး အခြေခံအားဖြင့် သွားလာခွင့်မရှိ။",正しい,誤り,True,False,A,専用通行帯は指定された車両（路線バス等）のみが通行でき、それ以外の車両は左折などのためにやむを得ず横切る場合を除き通行できない。,"Only designated vehicles (route buses, etc.) can pass through the dedicated lane, and other vehicles are not allowed to pass unless it is unavoidable to cross the lane to make a left turn.",အထူးသုံးလမ်းကြောင်းကို သတ်မှတ်ထားသော ယာဉ် (ဘတ်စ်ကားစသည်) သာ သွားလာနိုင်ပြီး အခြားယာဉ်များသည် ဘယ်ဘက်ကွေ့ရန်စသည့် မလွှဲမရှောင်သာသော အခြေအနေမှလွဲ၍ သွားလာခွင့်မရှိ။,,,,,,,,,PENDING,
