id,topic,syllabus_ref,difficulty,prompt_en,prompt_my,choice_a_en,choice_b_en,choice_c_en,choice_a_my,choice_b_my,choice_c_my,correct_answer,explanation_en,explanation_my,image_filename,media_src,verified,reviewer_notes
sg_btt_0035,traffic_rules_lane_usage,btt.rules.lanes,easy,"On a multi-lane expressway, which lane should slower-moving vehicles generally use?",လိုင်းမျိုးစုံပါသော အမြန်လမ်းမတွင် ပိုနှေးသောယာဉ်များသည် ပုံမှန်အားဖြင့် ဘယ်လိုင်းကို သုံးသင့်သလဲ။,The leftmost lane,The rightmost lane,"Any lane, it does not matter",ဘယ်ဘက်အစွန်းဆုံးလိုင်း,ညာဘက်အစွန်းဆုံးလိုင်း,လိုင်းမရွေး၊ မထူးခြားပါ,A,"Slower vehicles should keep to the leftmost lane, leaving right-hand lanes free for overtaking traffic.",ပိုနှေးသောယာဉ်များသည် ဘယ်ဘက်အစွန်းဆုံးလိုင်းတွင် နေသင့်ပြီး ညာဘက်လိုင်းများကို ကျော်တက်မည့်ယာဉ်များအတွက် ဖွင့်ထားသင့်သည်။,expressway.png,/signs/sg/expressway.png,PENDING,
sg_btt_0036,traffic_rules_right_of_way,btt.signs.mandatory,medium,"When two vehicles arrive at an uncontrolled T-junction at the same time, who should give way?",ယာဉ်နှစ်စီးသည် ထိန်းချုပ်မထားသော T-junction တစ်ခုသို့ တစ်ချိန်တည်း ရောက်လာလျှင် ဘယ်သူက လမ်းဖယ်ပေးသင့်သလဲ။,The vehicle on the minor (terminating) road should give way to traffic on the through road,The vehicle on the right always has priority regardless of road type,Whichever vehicle is bigger has priority,အသေးစားလမ်း (ကုန်ဆုံးသွားသောလမ်း) ပေါ်ရှိ ယာဉ်သည် ဖြတ်သွားသောလမ်းမပေါ်ရှိ ယာဉ်ကြောကို လမ်းဖယ်ပေးသင့်သည်,လမ်းအမျိုးအစားမရွေး ညာဘက်ရှိယာဉ်က အမြဲ ဦးစားပေးခံရသည်,ပိုကြီးသောယာဉ်က ဦးစားပေးခံရသည်,A,"At a T-junction, the road that ends (the stem of the T) must give way to traffic on the continuing through road.",T-junction တွင် ကုန်ဆုံးသွားသောလမ်း (T ၏ အောက်ခြေအပိုင်း) သည် ဆက်လက်ဖြတ်သွားသော လမ်းမပေါ်ရှိ ယာဉ်ကြောကို လမ်းဖယ်ပေးရမည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0037,traffic_rules_parking,btt.signs.pedestrian,medium,Is it legal to park your vehicle on a footpath in Singapore?,Singapore တွင် ကားကို ခြေလျင်လမ်းပေါ်တွင် ရပ်နားခြင်းသည် ဥပဒေအရ ခွင့်ပြုထားပါသလား။,"No, parking on a footpath is prohibited","Yes, as long as pedestrians can still pass","Yes, but only for under 5 minutes",မရပါ၊ ခြေလျင်လမ်းပေါ်တွင် ရပ်နားခြင်းကို တားမြစ်ထားသည်,ရပါသည်၊ လူသွားလူလာများ ဖြတ်သွားနိုင်ရင် ရပါသည်,ရပါသည်၊ ၅ မိနစ်အောက်သာ,A,Parking on a footpath obstructs pedestrians and is prohibited under Singapore traffic regulations.,ခြေလျင်လမ်းပေါ်တွင် ရပ်နားခြင်းသည် လူသွားလူလာများကို ပိတ်ဆို့စေပြီး Singapore ယာဉ်စည်းမျဉ်းများအရ တားမြစ်ထားသည်။,parking-lot.png,/signs/sg/parking-lot.png,PENDING,
sg_btt_0038,traffic_rules_speed_limits,btt.signs.regulatory,medium,What is the speed limit in most school zones during operating hours in Singapore?,Singapore ရှိ ကျောင်းဇုန်အများစုတွင် ဆောင်ရွက်ချိန်များအတွင်း အမြန်နှုန်းကန့်သတ်ချက်က ဘယ်လောက်လဲ။,40 km/h,60 km/h,20 km/h,၄၀ km/h,၆၀ km/h,၂၀ km/h,A,School zones in Singapore typically enforce a reduced speed limit of 40 km/h during school hours to protect children.,Singapore ၏ ကျောင်းဇုန်များသည် ကလေးများကို ကာကွယ်ရန် ကျောင်းချိန်များအတွင်း ပုံမှန်အားဖြင့် ၄၀ km/h အထိ လျှော့ချထားသော အမြန်နှုန်းကန့်သတ်ချက်ကို စောင့်ထိန်းသည်။,school-zone.png,/signs/sg/school-zone.png,PENDING,
sg_btt_0039,traffic_rules_overtaking,btt.rules.keep_left,hard,"Why is overtaking on the left generally prohibited in Singapore (a right-hand-drive, keep-left country)?",Singapore (ညာဘက်တက်ထိုင်၊ ဘယ်ဘက်စီးယာဉ်နိုင်ငံ) တွင် ဘယ်ဘက်မှ ကျော်တက်ခြင်းကို ပုံမှန်အားဖြင့် ဘာကြောင့် တားမြစ်ထားသလဲ။,"Because traffic should overtake on the right, and overtaking on the left is unexpected and dangerous",Because the left lane is reserved exclusively for buses at all times,Because it is actually allowed and encouraged,ယာဉ်များသည် ညာဘက်မှ ကျော်တက်သင့်ပြီး ဘယ်ဘက်မှ ကျော်တက်ခြင်းသည် မမျှော်လင့်ထားသောကြောင့် အန္တရာယ်ရှိသောကြောင့်,ဘယ်ဘက်လိုင်းသည် အချိန်တိုင်း ဘတ်စ်ကားများအတွက် သီးသန့်ဖြစ်သောကြောင့်,တကယ်တော့ ခွင့်ပြုပြီး အားပေးထားသောကြောင့်,A,"In a keep-left system, drivers expect overtaking to happen on the right; overtaking on the left is unpredictable and increases collision risk.",ဘယ်ဘက်စီးစနစ်တွင် ယာဉ်မောင်းသူများသည် ညာဘက်မှ ကျော်တက်မည်ဟု မျှော်လင့်ထားကြောင့် ဘယ်ဘက်မှ ကျော်တက်ခြင်းသည် ခန့်မှန်းရခက်ပြီး တိုက်မိနိုင်ခြေကို တိုးစေသည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0040,traffic_rules_lane_usage,btt.signs.mandatory,easy,What does a continuous white line in the middle of the road (separating two directions) mean?,လမ်းအလယ်ရှိ (ဦးတည်ရာနှစ်ခုကို ပိုင်းခြားသော) မပြတ်တောက်သည့် အဖြူရောင်မျဉ်းသည် ဘာကို ဆိုလိုသလဲ။,Crossing the line to overtake is not permitted,Overtaking is freely permitted at any time,The road is one-way only,ကျော်တက်ရန် ထိုမျဉ်းကို ဖြတ်ကျော်ခြင်း ခွင့်မပြုပါ,အချိန်မရွေး ကျော်တက်ခွင့်ရှိသည်,ဒီလမ်းသည် တစ်လမ်းသွားသာဖြစ်သည်,A,"A continuous (solid) centre line means drivers must not cross it to overtake, as visibility or road conditions make it unsafe.",မပြတ်တောက်သော (solid) အလယ်မျဉ်းသည် မြင်ကွင်း သို့မဟုတ် လမ်းအခြေအနေကြောင့် မလုံခြုံသောကြောင့် ယာဉ်မောင်းသူများ ကျော်တက်ရန် ထိုမျဉ်းကို မဖြတ်ကျော်ရ။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0041,traffic_rules_right_of_way,btt.signs.mandatory,medium,"When an ambulance approaches from behind with siren and lights on, what should you do?",သက်ဆိုင်ရာ ဆိုင်ရင်းဖြင့် အသံနှင့်မီးလင်းပြီး နောက်ကျောမှ ချဉ်းကပ်လာသော ရွေးယာဉ်ကို မြင်လျှင် သင်ဘာလုပ်သင့်သလဲ။,Safely move aside and let it pass as soon as possible,Speed up to clear the junction first,Ignore it since it is not your responsibility,ဘေးဖယ်ပြီး မြန်နိုင်သမျှ မြန်စွာ ဖြတ်သွားနိုင်ရန် ခွင့်ပြုသင့်သည်,လမ်းဆုံကို အရင်ဖြတ်ရန် အရှိန်မြှင့်ရမည်,ဒါသည် သင်၏ တာဝန်မဟုတ်သောကြောင့် လျစ်လျူရှုနိုင်သည်,A,Drivers must give way to emergency vehicles with sirens and flashing lights by safely pulling aside to let them pass.,ယာဉ်မောင်းသူများသည် အသံနှင့်မီးပြနေသော အရေးပေါ်ယာဉ်များကို လုံခြုံစွာ ဘေးဖယ်ပြီး ဖြတ်သွားနိုင်ရန် လမ်းဖယ်ပေးရမည်။,ambulance.png,/signs/sg/ambulance.png,PENDING,
sg_btt_0042,traffic_rules_parking,btt.signs.mandatory,easy,What is the minimum distance you should generally maintain from a fire hydrant when parking?,ရပ်နားသောအခါ မီးသတ်ရေပိုက်ဝပေါက်မှ ပုံမှန်အားဖြင့် ထားသင့်သော အနည်းဆုံး အကွာအဝေးက ဘယ်လောက်လဲ။,At least 9 metres,At least 1 metre,There is no minimum distance required,အနည်းဆုံး ၉ မီတာ,အနည်းဆုံး ၁ မီတာ,အနည်းဆုံးအကွာအဝေး မသတ်မှတ်ထားပါ,A,Vehicles must not park within about 9 metres of a fire hydrant so firefighters can access it quickly in an emergency.,မီးသတ်သမားများ အရေးပေါ်အခါ မြန်မြန်ရင်နိုင်ရန် ယာဉ်များသည် မီးသတ်ရေပိုက်ဝပေါက်မှ ၉ မီတာအကွာအတွင်း ရပ်နားခွင့်မရှိပါ။,parking-lot.png,/signs/sg/parking-lot.png,PENDING,
sg_btt_0043,traffic_rules_speed_limits,btt.signs.regulatory,hard,Why do speed limits tend to be lower in residential estates compared to expressways?,လူနေထောင်ရေးဇုန်များတွင် အမြန်လမ်းမများနှင့်နှိုင်းယှဉ်လျှင် အမြန်နှုန်းကန့်သတ်ချက် ဘာကြောင့် ပိုနိမ့်နေသလဲ။,Higher pedestrian activity and more frequent junctions increase risk,Residential roads have wider lanes than expressways,It is simply a random historical choice with no safety basis,လူသွားလူလာ များပြီး လမ်းဆုံများ ပိုများသောကြောင့် အန္တရာယ် ပိုများသည်,လူနေဇုန်လမ်းများသည် အမြန်လမ်းမများထက် လိုင်းအကျယ်ပိုသည်,ဒါက ဘေးကင်းရေးအခြေခံမရှိသော ကျပန်းရှေးဆက်ရွေးချယ်မှုသာဖြစ်သည်,A,"Residential areas have more pedestrians, cyclists, parked vehicles, and junctions, so lower speed limits give drivers more time to react safely.",လူနေဇုန်များတွင် လူသွားလူလာ၊ စက်ဘီးစီးသူ၊ ရပ်ထားသောယာဉ်နှင့် လမ်းဆုံများ ပိုများသောကြောင့် နိမ့်သောအမြန်နှုန်းကန့်သတ်ချက်က ယာဉ်မောင်းသူများကို လုံခြုံစွာ တုံ့ပြန်ရန် အချိန်ပိုပေးသည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0044,traffic_rules_lane_usage,btt.signs.mandatory,medium,What does a bus lane sign with operating hours (e.g. '7.30am-9.30am') mean for other vehicles during those hours?,ဆောင်ရွက်ချိန် (ဥပမာ '7.30am-9.30am') ပါသော ဘတ်စ်ကားလိုင်းဆိုင်းဘုတ်သည် ထိုအချိန်အတွင်း အခြားယာဉ်များအတွက် ဘာကို ဆိုလိုသလဲ။,Other vehicles must not use that lane during the stated hours,Other vehicles may use it but only at low speed,The lane is for buses only at night,ဖော်ပြထားသောအချိန်အတွင်း အခြားယာဉ်များသည် ထိုလိုင်းကို မသုံးရပါ,အခြားယာဉ်များ သုံးနိုင်သော်လည်း နှေးသောအမြန်နှုန်းဖြင့်သာ,ထိုလိုင်းသည် ညအချိန်တွင်သာ ဘတ်စ်ကားအတွက်ဖြစ်သည်,A,"During the posted operating hours, only buses (and permitted vehicles) may use the bus lane; other vehicles must keep out.",ဖော်ပြထားသော ဆောင်ရွက်ချိန်အတွင်း ဘတ်စ်ကား (နှင့် ခွင့်ပြုထားသောယာဉ်) များသာ ဘတ်စ်ကားလိုင်းကို သုံးနိုင်ပြီး အခြားယာဉ်များ ထွက်နေသင့်သည်။,warning-sign.png,/signs/sg/warning-sign.png,PENDING,
sg_btt_0045,traffic_rules_right_of_way,btt.signs.mandatory,easy,"When turning right at a junction controlled by a green light (no arrow), what must you do?",အစိမ်းမီး (မြှားမပါ) ဖြင့် ထိန်းချုပ်ထားသော လမ်းဆုံတွင် ညာဘက်ကွေ့သောအခါ သင်ဘာလုပ်ရမည်လဲ။,Give way to oncoming traffic and pedestrians before turning,Turn immediately since the light is green,Wait for a separate arrow signal before turning at all,မကွေ့မီ ဆန့်ကျင်ဘက်ယာဉ်ကြောနှင့် လူသွားလူလာများကို လမ်းဖယ်ပေးရမည်,မီးအစိမ်းဖြစ်နေသောကြောင့် ချက်ချင်းကွေ့ရမည်,ကွေ့ရန် သီးသန့်မြှားမီးကိုသာ စောင့်ရမည်,A,"A plain green light allows turning right, but you must yield to oncoming traffic and pedestrians crossing legally before completing the turn.",ရိုးရှင်းသော အစိမ်းမီးသည် ညာဘက်ကွေ့ခွင့်ပြုသော်လည်း ကွေ့ခြင်းမပြီးမီ ဆန့်ကျင်ဘက်ယာဉ်ကြောနှင့် ဥပဒေအတိုင်း ဖြတ်ကူးနေသော လူများကို လမ်းဖယ်ပေးရမည်။,traffic-light.png,/signs/sg/traffic-light.png,PENDING,
sg_btt_0046,traffic_rules_parking,btt.signs.markings,medium,What do double yellow lines along the kerb typically indicate compared to a single yellow line?,ရွှေဝါရောင်မျဉ်းနှစ်ကြောင်းသည် ရွှေဝါရောင်မျဉ်းတစ်ကြောင်းနှင့် နှိုင်းယှဉ်လျှင် ပုံမှန်အားဖြင့် ဘာကို ပိုဆိုလိုတာလဲ။,An even stricter or additional parking restriction,Parking is allowed for two vehicles side by side,It has the exact same meaning as a single yellow line,ပိုပြီးတင်းကြပ်သော သို့မဟုတ် အပိုထပ်ဆောင်း ရပ်နားကန့်သတ်ချက်,ယာဉ်နှစ်စီးကို ဘေးချင်းကပ် ရပ်နားခွင့်ရှိသည်,ရွှေဝါရောင်မျဉ်းတစ်ကြောင်းနှင့် အတိအကျတူသည်,A,"Double yellow lines typically signal a more stringent restriction, often combined with additional posted conditions, beyond a single yellow line.",ရွှေဝါရောင်မျဉ်းနှစ်ကြောင်းသည် ရွှေဝါရောင်မျဉ်းတစ်ကြောင်းထက် ပိုပြီး တင်းကြပ်သော ကန့်သတ်ချက်ကို ပုံမှန်အားဖြင့် ညွှန်ပြပြီး ထပ်ဆောင်းသတ်မှတ်ချက်များနှင့် တွဲဖက်နေတတ်သည်။,parking-lot.png,/signs/sg/parking-lot.png,PENDING,
sg_btt_0047,traffic_rules_overtaking,btt.rules.overtaking,medium,"Before overtaking, what should a driver check in addition to the road ahead being clear?",ကျော်တက်မီ ယာဉ်မောင်းသူသည် ရှေ့လမ်းရှင်းနေခြင်းအပြင် ဘာကို ထပ်စစ်ဆေးသင့်သလဲ။,Mirrors and blind spots for vehicles behind or beside,Only the fuel gauge,Nothing else is necessary,နောက်ဘက် သို့မဟုတ် ဘေးတွင်ရှိသော ယာဉ်များအတွက် ကြေးမှန်များနှင့် မမြင်ရသောထောင့်များ,ဆီပမာဏပြကိရိယာကိုသာ,အခြားဘာမှ မလိုအပ်ပါ,A,A safe overtake requires checking mirrors and blind spots to ensure no vehicle is alongside or approaching fast from behind.,လုံခြုံသော ကျော်တက်ခြင်းအတွက် ဘေးတွင် သို့မဟုတ် နောက်မှ မြန်မြန်ချဉ်းကပ်နေသော ယာဉ်မရှိစေရန် ကြေးမှန်များနှင့် မမြင်ရသောထောင့်များကို စစ်ဆေးရန် လိုအပ်သည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0048,traffic_rules_lane_usage,btt.signs.signals,hard,"On an expressway with electronic gantries for ERP (Electronic Road Pricing), what determines whether you are charged?",ERP (Electronic Road Pricing) အတွက် အီလက်ထရောနစ် ဂိတ်များပါသော အမြန်လမ်းမတွင် သင့်ကို ကောက်ခံမည် မကောက်ခံမည်ကို ဘာက သတ်မှတ်သလဲ။,Passing under an active gantry during its operating hours,The colour of your vehicle,Whether you signalled before entering the expressway,ဆောင်ရွက်ချိန်အတွင်း လည်ပတ်နေသော ဂိတ်အောက်ဖြတ်သွားခြင်း,သင့်ယာဉ်၏ အရောင်,အမြန်လမ်းမသို့ မဝင်မီ အချက်ပြခဲ့သလားဆိုသည်,A,ERP charges apply when a vehicle passes under an active gantry during its posted operating hours; rates vary by time and congestion.,ERP ကောက်ခံမှုသည် ဖော်ပြထားသော ဆောင်ရွက်ချိန်အတွင်း လည်ပတ်နေသော ဂိတ်တစ်ခုအောက် ယာဉ်ဖြတ်သွားသောအခါ သက်ဆိုင်ပြီး နှုန်းထားများသည် အချိန်နှင့် ယာဉ်ကြောကျပ်ညပ်မှုအလိုက် ကွဲပြားသည်။,erp-road.png,/signs/sg/erp-road.png,PENDING,
sg_btt_0049,traffic_rules_right_of_way,btt.signs.mandatory,medium,Who has right of way when a vehicle is exiting a private driveway onto a public road?,ယာဉ်တစ်စီးသည် ပုဂ္ဂလိကဝင်ပေါက်လမ်းမှ အများသုံးလမ်းသို့ ထွက်သောအခါ ဘယ်သူက လမ်းအခွင့်အရေးရှိသလဲ။,Traffic already on the public road has priority,The vehicle exiting the driveway always has priority,Priority depends on vehicle size,အများသုံးလမ်းပေါ်ရှိ ယာဉ်ကြောက ဦးစားပေးခံရသည်,ဝင်ပေါက်လမ်းမှ ထွက်သော ယာဉ်က အမြဲ ဦးစားပေးခံရသည်,ဦးစားပေးမှုသည် ယာဉ်အရွယ်အစားအလိုက် မူတည်သည်,A,A vehicle emerging from a private driveway must give way to all traffic already travelling on the public road.,ပုဂ္ဂလိကဝင်ပေါက်လမ်းမှ ပေါ်လာသော ယာဉ်သည် အများသုံးလမ်းပေါ်တွင် ရှိနှင့်ပြီးသား ယာဉ်ကြောအားလုံးကို လမ်းဖယ်ပေးရမည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0050,traffic_rules_speed_limits,btt.signs.regulatory,easy,What should you do as soon as you see a sign showing a lower speed limit number?,အမြန်နှုန်းကန့်သတ်ချက် ဂဏန်းနိမ့်သောဆိုင်းဘုတ်ကို မြင်လျှင်ြင် သင်ဘာလုပ်သင့်သလဲ။,Reduce speed to comply before reaching the sign's zone,Maintain current speed until stopped by police,Speed up to pass the sign quickly,ဆိုင်းဘုတ်၏ ဇုန်အတွင်းမရောက်မီ လိုက်နာရန် အမြန်နှုန်းလျှော့ချရမည်,ရဲမရပ်တန်းရပ်စေသမျှ လက်ရှိအမြန်နှုန်းကို ထားရမည်,ဆိုင်းဘုတ်ကို မြန်မြန်ဖြတ်ရန် အရှိန်မြှင့်ရမည်,A,"Drivers should adjust their speed to comply with a new limit as soon as they see the sign, not wait until they are already over the limit.",ယာဉ်မောင်းသူများသည် ကန့်သတ်ချက်ကျော်နေချိန်မှသာ မစောင့်ဘဲ ဆိုင်းဘုတ်ကို မြင်ကြသည်နှင့် လိုက်နာရန် အမြန်နှုန်းကို ချက်ချင်းညှိရမည်။,speed-50.png,/signs/sg/speed-50.png,PENDING,
sg_btt_0051,traffic_rules_lane_usage,btt.signs.pedestrian,medium,What does a diamond symbol painted on the road surface in a lane typically indicate?,လိုင်းတစ်ခုတွင် ရေးထားသော စိန်ပုံသင်္ကေတသည် ပုံမှန်အားဖြင့် ဘာကို ဆိုလိုတာလဲ။,A high-occupancy or special-use lane ahead,A pedestrian crossing,A speed bump ahead,ရှေ့တွင် လူအများလွှင့်စီးနိုင်သော သို့မဟုတ် အထူးအသုံးပြုနိုင်သော လိုင်း,လူကူးမျဉ်း,ရှေ့တွင် ယာဉ်နှေးမျဉ်းကုန်း,A,"A diamond marking on the road surface typically marks a lane reserved for specific use, such as high-occupancy or priority vehicles.",လမ်းမျက်နှာပြင်ပေါ်ရှိ စိန်ပုံသင်္ကေတသည် လူအများလွှင့်စီးခြင်း သို့မဟုတ် ဦးစားပေးယာဉ်များအတွက် သီးသန့်ထားသော လိုင်းကို ပုံမှန်အားဖြင့် ဖော်ပြသည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0052,traffic_rules_right_of_way,btt.signs.information,hard,"At an unmarked junction with no signs or signals at all, what is the basic rule for right of way?",ဆိုင်းဘုတ် သို့မဟုတ် မီးလုံးလုံးဝမရှိသော အမှတ်အသားမဲ့ လမ်းဆုံတွင် လမ်းအခွင့်အရေးအတွက် အခြေခံစည်းမျဉ်းက ဘာလဲ။,"Slow down, look both ways, and give way to traffic on your right if there is doubt",Always proceed first if you arrived even a second earlier,There is no rule; it is a free-for-all,နှေးစွာမောင်းပြီး ဘေးနှစ်ဖက်ကို ကြည့်ပြီး မသေချာပါက ညာဘက်ယာဉ်ကြောကို လမ်းဖယ်ပေးရမည်,တစ်စက္ကန့်ပင် အရင်ရောက်ပါက အမြဲ အရင်သွားနိုင်သည်,စည်းမျဉ်းမရှိပါ၊ လူတိုင်း လွတ်လပ်စွာ သွားနိုင်သည်,A,"At truly unmarked junctions, drivers should slow down, look carefully in both directions, and yield to traffic approaching from the right when uncertain.",အမှတ်အသားမဲ့ လမ်းဆုံများတွင် ယာဉ်မောင်းသူများသည် နှေးစွာမောင်းပြီး ဘေးနှစ်ဖက်ကို သေချာစွာကြည့်ပြီး မသေချာပါက ညာဘက်မှ ချဉ်းကပ်လာသော ယာဉ်ကြောကို လမ်းဖယ်ပေးသင့်သည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0053,traffic_rules_parking,btt.signs.mandatory,easy,What does a sign showing 'P' with a clock symbol and a time limit (e.g. '30 min') mean?,နာရီသင်္ကေတနှင့် အချိန်ကန့်သတ်ချက် (ဥပမာ '30 min') ပါသော 'P' ဆိုင်းဘုတ်သည် ဘာကိုဆိုလိုသလဲ။,Parking is allowed but limited to the stated duration,Parking is free for the first 30 minutes only after that it is prohibited entirely,You must wait 30 minutes before you may park,ရပ်နားခွင့်ရှိသော်လည်း ဖော်ပြထားသော ကြာချိန်အတွင်းသာ,ပထမ ၃၀ မိနစ်သာ အခမဲ့ဖြစ်ပြီး ပြီးလျှင် လုံးဝတားမြစ်သည်,ရပ်နားခွင့်မရှိမီ ၃၀ မိနစ် စောင့်ရမည်,A,A parking sign with a time limit means vehicles may park there but only for the stated maximum duration before they must leave.,အချိန်ကန့်သတ်ချက်ပါသော ရပ်နားရန်ဆိုင်းဘုတ်သည် ယာဉ်များ ထိုနေရာတွင် ရပ်နားနိုင်သော်လည်း ဖော်ပြထားသော အများဆုံးကြာချိန်အတွင်းသာ ဖြစ်ကြောင်း ဆိုလိုသည်။,parking-lot.png,/signs/sg/parking-lot.png,PENDING,
sg_btt_0054,traffic_rules_overtaking,btt.signs.pedestrian,easy,Is it permitted to overtake a vehicle that has stopped at a pedestrian crossing to let people cross?,လူသွားလူလာများ ဖြတ်ကူးနိုင်ရန် လူကူးမျဉ်းတွင် ရပ်ထားသော ယာဉ်ကို ကျော်တက်ခွင့် ရှိပါသလား။,"No, overtaking a vehicle stopped at a crossing is dangerous and prohibited","Yes, as long as you sound your horn first","Yes, if no pedestrians are visible",မရပါ၊ လူကူးမျဉ်းတွင် ရပ်ထားသောယာဉ်ကို ကျော်တက်ခြင်းသည် အန္တရာယ်ရှိပြီး တားမြစ်ထားသည်,ရပါသည်၊ ဟွန်းတီးပြီးမှသာ,ရပါသည်၊ လူသွားလူလာ မမြင်ရလျှင်,A,Overtaking a vehicle stopped at a pedestrian crossing is extremely dangerous because pedestrians may be hidden from view and prohibited by law.,လူကူးမျဉ်းတွင် ရပ်ထားသောယာဉ်ကို ကျော်တက်ခြင်းသည် လူသွားလူလာများ မြင်ကွင်းဖုံးနေနိုင်သောကြောင့် အန္တရာယ်အလွန်များပြီး ဥပဒေအရ တားမြစ်ထားသည်။,pedestrian-crossing.png,/signs/sg/pedestrian-crossing.png,PENDING,
sg_btt_0055,traffic_rules_lane_usage,btt.signs.mandatory,medium,"When two lanes merge into one due to a lane closure, what driving practice is expected?",လိုင်းတစ်ခု ပိတ်ခြင်းကြောင့် လိုင်းနှစ်ခု တစ်ခုထဲ ပေါင်းသွားသောအခါ ဘယ်လို မောင်းနှင်မှုနည်းလမ်းကို မျှော်လင့်ထားသလဲ။,"Merge alternately, taking turns (a 'zipper merge')",The faster vehicle should always force its way in first,Vehicles must stop completely before merging,အလှည့်ကျ ပေါင်းစည်းရမည် ('zipper merge' စံနစ်),ပိုမြန်သောယာဉ်က အမြဲအရင်တွန်းဝင်သင့်သည်,ပေါင်းစည်းမီ ယာဉ်များ လုံးဝရပ်ရမည်,A,Courteous merging means vehicles from each lane take turns ('zipper merge') to keep traffic flowing smoothly and safely.,ယဉ်ကျေးသော ပေါင်းစည်းမှုဆိုသည်မှာ လိုင်းတစ်ခုစီမှ ယာဉ်များ အလှည့်ကျ ('zipper merge') ဖြင့် ယာဉ်ကြောကို ချောမွေ့စွာနှင့် လုံခြုံစွာ စီးဆင်းစေခြင်းဖြစ်သည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0056,traffic_rules_speed_limits,btt.signs.regulatory,medium,"What is the general speed limit for heavy vehicles (e.g. lorries) on expressways, which may differ from cars?",ကားများထက် ကွဲပြားနိုင်သော အမြန်လမ်းမပေါ်ရှိ ယာဉ်ကြီးများ (ဥပမာ ကုန်တင်ကား) အတွက် ပုံမှန် အမြန်နှုန်းကန့်သတ်ချက်က ဘယ်လောက်လဲ။,"A lower limit than cars, often around 70-75 km/h",Exactly the same as cars at 90 km/h,A higher limit than cars since they are commercial vehicles,ကားများထက် နိမ့်သော ကန့်သတ်ချက်၊ များသောအားဖြင့် ၇၀-၇၅ km/h ခန့်,ကားများနှင့် အတိအကျတူသော ၉၀ km/h,ကုန်သွယ်ယာဉ်ဖြစ်သောကြောင့် ကားများထက် ပိုမြင့်သောကန့်သတ်ချက်,A,Heavy vehicles such as lorries are often restricted to a lower expressway speed limit than cars due to their longer stopping distances.,ကုန်တင်ကားကဲ့သို့ ယာဉ်ကြီးများသည် ရပ်ရန် ပိုကြာသော အကွာအဝေးကြောင့် ကားများထက် နိမ့်သော အမြန်လမ်းမ ကန့်သတ်ချက်ကို များသောအားဖြင့် ထားရှိသည်။,expressway.png,/signs/sg/expressway.png,PENDING,
sg_btt_0057,traffic_rules_right_of_way,btt.signs.mandatory,easy,"When a pedestrian is already on a zebra crossing without traffic lights, what must drivers do?",ယာဉ်ထိန်းမီးလုံးမရှိသော zebra လူကူးမျဉ်းတွင် လူသွားလူလာတစ်ဦး ရှိနှင့်ပြီးသားဖြစ်လျှင် ယာဉ်မောင်းသူများ ဘာလုပ်ရမည်လဲ။,Stop and let the pedestrian cross safely,Sound the horn and continue driving,Speed up to pass before the pedestrian reaches your lane,ရပ်ပြီး လူသွားလူလာအား လုံခြုံစွာ ဖြတ်ကူးနိုင်ရန် ခွင့်ပြုရမည်,ဟွန်းတီးပြီး ဆက်မောင်းရမည်,လူသွားလူလာ သင့်လိုင်းမရောက်မီ မြန်မြန်ဖြတ်ရမည်,A,"Drivers must always give way to pedestrians already crossing at a zebra crossing, regardless of traffic light presence.",ယာဉ်ထိန်းမီးလုံးရှိသည် မရှိသည် မရွေး zebra လူကူးမျဉ်းတွင် ဖြတ်ကူးနေပြီးသား လူသွားလူလာများကို ယာဉ်မောင်းသူများ အမြဲ လမ်းဖယ်ပေးရမည်။,pedestrian-crossing.png,/signs/sg/pedestrian-crossing.png,PENDING,
