id,topic,syllabus_ref,difficulty,prompt_en,prompt_my,choice_a_en,choice_b_en,choice_c_en,choice_a_my,choice_b_my,choice_c_my,correct_answer,explanation_en,explanation_my,image_filename,media_src,verified,reviewer_notes
sg_rtt_0035,right_of_way_traffic_rules,,medium,Can a motorcycle legally tow another vehicle or trailer on a public road in Singapore?,Singapore ရှိ အများသုံးလမ်းပေါ်တွင် ဆိုင်ကယ်တစ်စီးသည် အခြားယာဉ် သို့မဟုတ် ဒရွတ်တစ်စီးကို တရားဝင် ဆွဲနိုင်ပါသလား။,"No, motorcycles are not permitted to tow trailers or other vehicles","Yes, as long as the towed item weighs less than 50 kg","Yes, but only on expressways",မရပါ၊ ဆိုင်ကယ်များသည် ဒရွတ် သို့မဟုတ် အခြားယာဉ်များကို ဆွဲခွင့်မရှိပါ,ရပါသည်၊ ဆွဲနေသောအရာသည် ၅၀ ကီလိုဂရမ်အောက် ရှိရင် ရသည်,ရပါသည်၊ သို့သော် အဝှေးလမ်းမများတွင်သာ,A,"Motorcycles are not designed or licensed to tow trailers or other vehicles, as this severely affects balance and braking, making it prohibited.",ဆိုင်ကယ်များသည် ဒရွတ် သို့မဟုတ် အခြားယာဉ်များကို ဆွဲနိုင်ရန် ပုံစံချထားခြင်း သို့မဟုတ် လိုင်စင်ရရှိထားခြင်း မရှိသောကြောင့် ထိန်းချုပ်မှုနှင့် ဘရိတ်ကိုက်မှုကို အလွန်အမင်း ထိခိုက်စေပြီး တားမြစ်ထားသည်။,,,PENDING,
sg_rtt_0036,right_of_way_traffic_rules,,easy,"At a junction controlled by traffic police only (no working traffic light), what must drivers and riders do?",ယာဉ်အချက်ပြမီး အလုပ်မလုပ်ဘဲ ရဲမှသာ ထိန်းချုပ်နေသော လမ်းဆုံတွင် ယာဉ်မောင်းသူများ ဘာလုပ်ရမည်လဲ။,"Obey the police officer's hand signals, ignoring the malfunctioning lights",Wait for the lights to be repaired before moving,"Follow only the traffic light, since it takes precedence over the officer",ပျက်နေသော မီးပြများကို ဂရုမစိုက်ဘဲ ရဲ၏ လက်အချက်ပြများကို လိုက်နာပါ,ရွေ့မီ မီးပြများကို ပြန်ပြင်သည်အထိ စောင့်ပါ,ရဲထက် ယာဉ်အချက်ပြမီးက ဦးစားပေးခွင့်ရှိသောကြောင့် မီးပြကိုသာ လိုက်နာပါ,A,"A traffic police officer's hand signals always override traffic lights, whether the lights are working or not.",ယာဉ်ရဲ၏ လက်အချက်ပြများသည် ယာဉ်အချက်ပြမီး အလုပ်လုပ်သည် သို့မလုပ်သည် မရွေး အမြဲတမ်း ဦးစားပေးခွင့်ရှိသည်။,,,PENDING,
sg_rtt_0037,right_of_way_traffic_rules,,medium,What does Singapore law require regarding the maximum number of motorcycles allowed to ride abreast in a single lane?,Singapore ဥပဒေအရ လမ်းကြောတစ်ကြောင်းတည်းတွင် ဆိုင်ကယ်များ တန်းလျားစီ မောင်းနှင်ရန် ခွင့်ပြုထားသော အများဆုံးအရေအတွက်ကို ဘယ်လို သတ်မှတ်ထားသလဲ။,No more than two motorcycles may ride abreast in a single lane,Up to four motorcycles may ride abreast in a single lane,There is no legal limit on the number riding abreast,လမ်းကြောတစ်ကြောင်းတည်းတွင် ဆိုင်ကယ်နှစ်စီးထက်ပို၍ တန်းလျားစီ မောင်းနှင်ခွင့်မရှိ,လမ်းကြောတစ်ကြောင်းတည်းတွင် ဆိုင်ကယ်လေးစီးအထိ တန်းလျားစီ မောင်းနှင်ခွင့်ရှိသည်,တန်းလျားစီအရေအတွက်တွင် ဥပဒေကန့်သတ်ချက် လုံးဝမရှိ,A,"To maintain safety and lane discipline, no more than two motorcycles are permitted to ride side by side within a single lane.",ဘေးကင်းမှုနှင့် လမ်းကြောစည်းကမ်းကို ထိန်းသိမ်းရန် လမ်းကြောတစ်ကြောင်းတည်းအတွင်း ဆိုင်ကယ်နှစ်စီးထက်ပို၍ တန်းလျားစီ မောင်းနှင်ခွင့် မပြုပါ။,,,PENDING,
sg_rtt_0038,right_of_way_traffic_rules,,hard,A motorcycle is stopped at a red light in the leftmost lane marked for 'left turn only'. The rider wants to go straight. What should the rider do?,ဆိုင်ကယ်တစ်စီးသည် 'ဘယ်ဘက်ကွေ့ရန်သာ' ဟု အမှတ်အသားပြုထားသော ဘယ်ဘက်အစွန်ဆုံးလမ်းကြောတွင် မီးနီအတွင်း ရပ်နားနေသည်။ ယာဉ်မောင်းသူသည် တည့်တည့်သွားလိုသည်။ ဘာလုပ်သင့်သလဲ။,"Wait for a safe gap, signal, and move into a lane that permits going straight before the junction",Go straight from the left-turn-only lane since it is a minor rule,Turn left first then make an immediate U-turn,ဘေးကင်းသော ကြားကွက်ကို စောင့်ပြီး အချက်ပြကာ လမ်းဆုံမရောက်မီ တည့်တည့်သွားခွင့်ရှိသောလမ်းကြောသို့ ပြောင်းပါ,သေးငယ်သောစည်းမျဉ်းဖြစ်သောကြောင့် ဘယ်ဘက်ကွေ့ရန်သာလမ်းကြောမှ တည့်တည့်သွားပါ,ဦးစွာဘယ်ဘက်ကွေ့ပြီးမှ ချက်ချင်း ပြန်လှည့်ပါ,A,"Lane markings are mandatory; a rider in a left-turn-only lane must safely change lanes before the junction if they intend to go straight, not violate the marking.",လမ်းကြောအမှတ်အသားများသည် မဖြစ်မနေလိုက်နာရမည့်အချက်များဖြစ်သောကြောင့် ဘယ်ဘက်ကွေ့ရန်သာလမ်းကြောရှိ ယာဉ်မောင်းသူသည် တည့်တည့်သွားလိုပါက လမ်းဆုံမရောက်မီ ဘေးကင်းစွာ လမ်းကြောပြောင်းရမည်၊ အမှတ်အသားကို ချိုးဖောက်မထားရ။,,,PENDING,
sg_rtt_0039,right_of_way_traffic_rules,,easy,What should a rider do when approaching a school zone sign during school hours?,ကျောင်းချိန်အတွင်း ကျောင်းဇုန်ဆိုင်းဘုတ်ကို ချဥ်းကပ်လာသောအခါ ယာဉ်မောင်းသူ ဘာလုပ်သင့်သလဲ။,Reduce speed and watch carefully for children crossing,Maintain normal speed since motorcycles are exempt,Sound the horn continuously to clear the path,မြန်နှုန်းလျှော့ပြီး ကလေးများ ဖြတ်ကျော်မှုကို သတိနှင့်ကြည့်ပါ,ဆိုင်ကယ်များ ကင်းလွတ်ခွင့်ရှိသောကြောင့် ပုံမှန်မြန်နှုန်းကို ဆက်ထားပါ,လမ်းကိုရှင်းရန် ဟွန်းကို မရပ်တမ်းတီးပါ,A,"School zone signs warn of children who may suddenly cross; all vehicles, including motorcycles, must slow down and stay alert.",ကျောင်းဇုန်ဆိုင်းဘုတ်များသည် ရုတ်တရက် ဖြတ်ကျော်နိုင်သော ကလေးများအကြောင်း သတိပေးသောကြောင့် ဆိုင်ကယ်အပါအဝင် ယာဉ်အားလုံး မြန်နှုန်းလျှော့ပြီး သတိရှိနေရမည်။,,,PENDING,
sg_rtt_0040,right_of_way_traffic_rules,,medium,"When emerging from a side road onto a major road with a 'Give Way' sign, traffic on the major road has priority. What if the major road is empty?",'လမ်းဖယ်' ဆိုင်းဘုတ်ပါသော ဘေးလမ်းမှ အဓိကလမ်းသို့ ဝင်သောအခါ အဓိကလမ်းပေါ်ရှိ ယာဉ်များက ဦးစားပေးခွင့်ရှိသည်။ အဓိကလမ်းတွင် ယာဉ်မရှိလျှင် ဘယ်လိုလုပ်ရမလဲ။,"Still slow down, check both ways, and proceed only when clearly safe",Proceed at full speed since the road is empty,The give-way rule no longer applies if no traffic is visible,မြန်နှုန်းလျှော့ပြီး ဘက်နှစ်ဖက်ကို စစ်ဆေးကာ ဘေးကင်းရှင်းလင်းမှသာ ဆက်သွားပါ,လမ်းတွင်ယာဉ်မရှိသောကြောင့် အပြည့်အဝမြန်နှုန်းနှင့် ဆက်သွားပါ,ယာဉ်မမြင်ရလျှင် လမ်းဖယ်စည်းမျဉ်း မသက်ဆိုင်တော့ပါ,A,"Even when the major road appears empty, riders must still slow down and check carefully, as a give-way rule is a safety habit, not just a reaction to visible traffic.",အဓိကလမ်းသည် ယာဉ်မရှိဟု ထင်ရသော်လည်း လမ်းဖယ်စည်းမျဉ်းသည် မြင်ရသော ယာဉ်များအတွက်သာ တုံ့ပြန်ခြင်းမဟုတ်ဘဲ ဘေးကင်းရေးအလေ့အကျင့်ဖြစ်သောကြောင့် ယာဉ်မောင်းသူများသည် မြန်နှုန်းလျှော့ပြီး သတိနှင့်စစ်ဆေးရမည်။,,,PENDING,
sg_rtt_0041,right_of_way_traffic_rules,,easy,What is the legal requirement for a motorcycle's headlight during daytime riding in Singapore?,Singapore တွင် နေ့ဘက်မောင်းနှင်စဉ် ဆိုင်ကယ်၏ ရှေ့မီးအတွက် ဥပဒေအရ လိုအပ်ချက်က ဘာလဲ။,The headlight must be kept switched on at all times while riding,The headlight is only required after sunset,The headlight may be switched off during heavy traffic,မောင်းနှင်နေစဉ် ရှေ့မီးကို အချိန်တိုင်း ဖွင့်ထားရမည်,ရှေ့မီးသည် နေဝင်ပြီးမှသာ လိုအပ်သည်,ယာဉ်အသွားအလာများသောအခါ ရှေ့မီးကို ပိတ်ထားနိုင်သည်,A,"Motorcyclists are required to ride with headlights on at all times, day and night, to improve visibility to other road users.",ဆိုင်ကယ်မောင်းသူများသည် အခြားလမ်းသုံးသူများ ပိုမြင်နိုင်ရန် နေ့၊ ညမရွေး ရှေ့မီးကို အချိန်တိုင်း ဖွင့်ထားရန် လိုအပ်သည်။,,,PENDING,
sg_rtt_0042,right_of_way_traffic_rules,,medium,"On a road with a continuous (solid) white line separating lanes, what does this mean for a rider?",လမ်းကြောများကို ပိုင်းခြားထားသော အဆက်မပြတ် (အစဥ်အမြဲ) အဖြူရောင်မျဉ်းရှိသောလမ်းတွင် ယာဉ်မောင်းသူအတွက် ဘာကိုဆိုလိုသလဲ။,Crossing or straddling the line is not allowed except in an emergency,Overtaking across the line is always allowed for motorcycles,The line only applies to heavy vehicles,အရေးပေါ်အခြေအနေမှလွဲ၍ မျဉ်းကို ဖြတ်ကျော် သို့မဟုတ် နှစ်ဘက်ကြားနင်းခြင်း ခွင့်မပြုပါ,ဆိုင်ကယ်များအတွက် မျဉ်းဖြတ်ကျော်ကာ ကျော်တက်ခြင်း အမြဲခွင့်ပြုသည်,ဒီမျဉ်းသည် ယာဉ်ကြီးများအတွက်သာ သက်ဆိုင်သည်,A,"A continuous white line indicates that crossing or straddling it is prohibited, generally because visibility or safety conditions make overtaking dangerous there.",အဆက်မပြတ်အဖြူရောင်မျဉ်းသည် ထိုနေရာတွင် ကျော်တက်ခြင်းအန္တရာယ်ရှိသော မြင်နိုင်စွမ်း သို့မဟုတ် ဘေးကင်းရေးအခြေအနေများကြောင့် ဖြတ်ကျော် သို့မဟုတ် နှစ်ဘက်ကြားနင်းခြင်းကို တားမြစ်ထားသည်ကို ညွှန်ပြသည်။,,,PENDING,
sg_rtt_0043,right_of_way_traffic_rules,,hard,A rider is found riding a Class 2B motorcycle while holding only a Class 3 (car) licence with no motorcycle licence. What is the legal consequence?,ဆိုင်ကယ်လိုင်စင်မရှိဘဲ Class 3 (ကား) လိုင်စင်သာရှိသူက Class 2B ဆိုင်ကယ်ကို မောင်းနှင်နေလျှင် ဥပဒေအရ ဆက်လက်ဖြစ်ပေါ်မှုက ဘာလဲ။,It is an offence of riding without a valid licence for that vehicle class,It is allowed since a Class 3 licence covers all vehicle types,It is allowed only if accompanied by a licensed rider,ထိုယာဉ်အတန်းအစားအတွက် တရားဝင်လိုင်စင်မရှိဘဲ မောင်းနှင်ခြင်း ပြစ်မှုဖြစ်သည်,Class 3 လိုင်စင်သည် ယာဉ်အမျိုးအစားအားလုံးကို လွှမ်းခြုံသောကြောင့် ခွင့်ပြုသည်,လိုင်စင်ရှိသော ယာဉ်မောင်းသူနှင့်အတူ လိုက်ပါလျှင်သာ ခွင့်ပြုသည်,A,A Class 3 car licence does not authorise riding motorcycles; riding a Class 2B motorcycle without holding a valid Class 2B licence is an offence.,Class 3 ကားလိုင်စင်သည် ဆိုင်ကယ်မောင်းနှင်ခွင့်ကို ပေးအပ်ခြင်းမရှိပါ၊ တရားဝင် Class 2B လိုင်စင်မရှိဘဲ Class 2B ဆိုင်ကယ်ကို မောင်းနှင်ခြင်းသည် ပြစ်မှုတစ်ခုဖြစ်သည်။,,,PENDING,
sg_rtt_0044,right_of_way_traffic_rules,,medium,A motorcyclist wants to make a U-turn at a junction where a 'No U-Turn' sign is displayed. What should the rider do?,'ပြန်လှည့်ခွင့်မရှိ' ဆိုင်းဘုတ်ရှိသော လမ်းဆုံတွင် ပြန်လှည့်လိုသော ယာဉ်မောင်းသူ ဘာလုပ်သင့်သလဲ။,Find an alternative junction or turning point where it is permitted,U-turn anyway since motorcycles are exempt from this sign,U-turn only if no other vehicles are visible,ခွင့်ပြုထားသော အခြားလမ်းဆုံ သို့မဟုတ် ပြန်လှည့်နေရာကို ရှာပါ,ဆိုင်ကယ်များသည် ဒီဆိုင်းဘုတ်မှ ကင်းလွတ်ခွင့်ရှိသောကြောင့် မည်သို့ပင်ဖြစ်စေ ပြန်လှည့်ပါ,အခြားယာဉ်များ မမြင်ရလျှင် ပြန်လှည့်နိုင်သည်,A,A 'No U-Turn' sign applies to all vehicles including motorcycles; the rider must find another legal point to turn around.,'ပြန်လှည့်ခွင့်မရှိ' ဆိုင်းဘုတ်သည် ဆိုင်ကယ်အပါအဝင် ယာဉ်အားလုံးအတွက် သက်ဆိုင်သောကြောင့် ယာဉ်မောင်းသူသည် ဥပဒေနှင့်ညီသော အခြားနေရာကို ရှာရမည်။,,,PENDING,
sg_rtt_0045,right_of_way_traffic_rules,,easy,What must a motorcyclist do before changing lanes?,လမ်းကြောပြောင်းမီ ဆိုင်ကယ်မောင်းသူ ဘာလုပ်ရမည်လဲ။,"Check mirrors and blind spots, signal, then move only when safe",Simply signal and change immediately,Sound the horn and change without checking mirrors,ကြေးမှန်နှင့် မျက်စိမမြင်ရသောနေရာများကို စစ်ဆေးပြီး အချက်ပြကာ ဘေးကင်းမှသာ ပြောင်းပါ,အချက်ပြရုံသာလုပ်ပြီး ချက်ချင်းပြောင်းပါ,ကြေးမှန်ကို မစစ်ဆေးဘဲ ဟွန်းတီးပြီး ပြောင်းပါ,A,"Safe lane changes require checking mirrors and blind spots, signalling intention, and only moving when it is clearly safe to do so.",ဘေးကင်းသော လမ်းကြောပြောင်းခြင်းအတွက် ကြေးမှန်နှင့် မျက်စိမမြင်ရသောနေရာများကို စစ်ဆေးပြီး ရည်ရွယ်ချက်ကို အချက်ပြကာ ဘေးကင်းရှင်းလင်းမှသာ ပြောင်းရမည်။,,,PENDING,
sg_rtt_0046,lane_filtering_positioning,,medium,What is the safest road position for a motorcycle when riding in the centre of a lane behind a car?,ကားတစ်စီးနောက်တွင် လမ်းကြောအလယ်၌ မောင်းနှင်သောအခါ ဆိုင်ကယ်အတွက် အဘေးကင်းဆုံးနေရာက ဘာလဲ။,"Slightly offset to one side to be visible in the car's mirror, while keeping a safe following distance",Directly behind the car as close as possible,It does not matter as long as speed is controlled,ကားကြေးမှန်တွင် မြင်နိုင်ရန် ဘက်တစ်ဖက်သို့ အနည်းငယ်ရွေ့လျား၍ ဘေးကင်းသောနောက်ခံအကွာအဝေးကို ထားရှိပါ,ကားနောက်ကျောမှ တတ်နိုင်သမျှ နီးကပ်စွာ,မြန်နှုန်းကို ထိန်းချုပ်ထားသမျှ မည်သည့်နေရာမှ အရေးမကြီးပါ,A,Riding directly behind a vehicle places the motorcycle in the driver's blind spot; positioning slightly to one side improves visibility in the car's mirrors and the rider's own view ahead.,ယာဉ်တစ်စီး၏ တိုက်ရိုက်နောက်ကျောတွင် မောင်းနှင်ခြင်းသည် ဆိုင်ကယ်ကို ယာဉ်မောင်းသူ၏ မျက်စိမမြင်ရသောနေရာတွင် ထားရှိစေသည်၊ ဘက်တစ်ဖက်သို့ အနည်းငယ်ရွေ့လျားထားခြင်းသည် ကားကြေးမှန်တွင် ပိုမြင်နိုင်စွမ်းရှိစေသည်။,,,PENDING,
sg_rtt_0047,lane_filtering_positioning,,easy,Lane filtering refers to what action by a motorcyclist?,လမ်းကြောဖြတ်ကျော်မောင်းနှင်ခြင်း (Lane filtering) ဆိုသည်မှာ ဆိုင်ကယ်မောင်းသူ၏ မည်သည့်လုပ်ဆောင်ချက်ကို ဆိုလိုသလဲ။,Riding between lanes of slow-moving or stationary traffic,Riding in a dedicated motorcycle-only lane,Overtaking on the right shoulder of an expressway,နှေးနှေးသွားနေသော သို့မဟုတ် ရပ်နားနေသော ယာဉ်လမ်းကြောများကြားမှ မောင်းနှင်ခြင်း,ဆိုင်ကယ်သီးသန့်လမ်းကြောတွင် မောင်းနှင်ခြင်း,အဝှေးလမ်းမ၏ ညာဘက်အစွန်းတွင် ကျော်တက်ခြင်း,A,"Filtering means a motorcycle moving through the gaps between lanes of slow or stopped traffic, which is risky and requires extra caution.",ဖြတ်ကျော်မောင်းနှင်ခြင်းဆိုသည်မှာ ဆိုင်ကယ်တစ်စီး နှေးနှေးသွားနေသော သို့မဟုတ် ရပ်နားနေသော ယာဉ်လမ်းကြောများကြားမှ ဖြတ်သန်းမောင်းနှင်ခြင်းဖြစ်ပြီး အန္တရာယ်ရှိသောကြောင့် အထူးသတိထားရန် လိုအပ်သည်။,,,PENDING,
sg_rtt_0048,lane_filtering_positioning,,medium,Why should a rider avoid filtering near a junction where vehicles may be turning?,ယာဉ်များ ကွေ့နိုင်သော လမ်းဆုံအနီးတွင် ဖြတ်ကျော်မောင်းနှင်ခြင်းကို ယာဉ်မောင်းသူ ဘာကြောင့် ရှောင်ကြဥ်သင့်သလဲ။,Turning vehicles may not see the motorcycle and could cut across its path,It is illegal to ride a motorcycle within 500 m of any junction,Filtering near junctions damages the road surface,ကွေ့နေသောယာဉ်များသည် ဆိုင်ကယ်ကို မမြင်နိုင်ဘဲ ဖြတ်ကျော်ကွေ့နိုင်သည်,လမ်းဆုံ ၅၀၀ မီတာအတွင်း ဆိုင်ကယ်မောင်းနှင်ခြင်း ဥပဒေနှင့်မညီ,လမ်းဆုံအနီးတွင် ဖြတ်ကျော်မောင်းနှင်ခြင်းသည် လမ်းမျက်နှာပြင်ကို ပျက်စီးစေသည်,A,"Near junctions, vehicles may turn suddenly across the rider's path without noticing a filtering motorcycle, creating a high collision risk.",လမ်းဆုံများအနီးတွင် ယာဉ်များသည် ဖြတ်ကျော်မောင်းနှင်နေသော ဆိုင်ကယ်ကို သတိမပြုဘဲ ရုတ်တရက် ဖြတ်ကွေ့နိုင်သောကြောင့် တိုက်မိနိုင်ခြေ မြင့်မားသည်။,,,PENDING,
sg_rtt_0049,lane_filtering_positioning,,easy,"When riding in heavy rain, why might a rider choose to avoid the centre of the lane?",မိုးကြီးချိန် မောင်းနှင်စဉ် ယာဉ်မောင်းသူသည် လမ်းကြောအလယ်ကို ဘာကြောင့် ရှောင်ကြဥ်ချင်သလဲ။,"Oil and rubber residue tend to accumulate in the centre, making it more slippery when wet",The centre of the lane is always reserved for buses,It is against the law to ride in the centre of any lane,ဆီနှင့် ရော်ဘာအညစ်အကြေးများသည် အလယ်တွင် စုစည်းတတ်ပြီး စိုစွတ်သောအခါ ပိုချော်လွယ်စေသည်,လမ်းကြောအလယ်သည် ဘတ်စ်ကားများအတွက်သာ အမြဲသီးသန့်ထားသည်,မည်သည့်လမ်းကြောအလယ်တွင်မဆို မောင်းနှင်ခြင်းသည် ဥပဒေနှင့်မညီ,A,"Oil and rubber build-up commonly collects in the centre of a lane from vehicle traffic, becoming especially slippery when mixed with rainwater.",ဆီနှင့် ရော်ဘာအညစ်အကြေးများသည် ယာဉ်အသွားအလာများကြောင့် လမ်းကြောအလယ်တွင် ပုံမှန်စုစည်းတတ်ပြီး မိုးရေနှင့် ရောစပ်သောအခါ အထူးချော်လွယ်စေသည်။,,,PENDING,
sg_rtt_0050,lane_filtering_positioning,,medium,"Before filtering past a long queue of stopped vehicles, what should a rider check first?",ရပ်နားနေသော ယာဉ်တန်းရှည်ကို ဖြတ်ကျော်မီ ယာဉ်မောင်းသူ ဦးစွာ ဘာကို စစ်ဆေးသင့်သလဲ။,Whether filtering is permitted there and if there is enough safe space between the vehicles,Only the colour of the vehicles in the queue,Whether the queue has more than ten vehicles,ထိုနေရာတွင် ဖြတ်ကျော်ခွင့်ရှိမရှိနှင့် ယာဉ်များကြားတွင် လုံလောက်သော ဘေးကင်းသည့်နေရာ ရှိမရှိ,ယာဉ်တန်းရှိ ယာဉ်များ၏ အရောင်ကိုသာ,ယာဉ်တန်းတွင် ယာဉ်ဆယ်စီးထက်ပိုမိုပါသလားကိုသာ,A,"Riders must confirm filtering is legal and safe in that location, with enough space to pass without risking contact with vehicles or oncoming traffic.",ယာဉ်မောင်းသူများသည် ထိုနေရာတွင် ဖြတ်ကျော်ခြင်းသည် ဥပဒေနှင့်ညီပြီး ဘေးကင်းကြောင်းနှင့် ယာဉ်များ သို့မဟုတ် ဆန့်ကျင်ဘက်ယာဉ်များနှင့် ထိမိနိုင်ခြေမရှိအောင် လုံလောက်သောနေရာရှိကြောင်း သေချာစစ်ဆေးရမည်။,,,PENDING,
sg_rtt_0051,lane_filtering_positioning,,hard,"While filtering, a car in the queue suddenly activates its left turn signal. What should the rider do?",ဖြတ်ကျော်မောင်းနှင်နေစဉ် ယာဉ်တန်းရှိကားတစ်စီးသည် ရုတ်တရက် ဘယ်ဘက်ကွေ့မီးပြရန် ဖွင့်လျှင် ယာဉ်မောင်းသူ ဘာလုပ်သင့်သလဲ။,"Slow down and be prepared to stop, anticipating the car may turn across the filtering path",Speed up to pass before the car begins turning,Ignore the signal since the car is stationary,ကားသည် ဖြတ်ကျော်နေသော လမ်းကြောင်းကို ဖြတ်ကွေ့နိုင်သည်ဟု မျှော်လင့်ပြီး မြန်နှုန်းလျှော့ကာ ရပ်ရန်အသင့်ပြင်ပါ,ကားက ကွေ့မီ ဖြတ်သွားရန် မြန်နှုန်းမြှင့်ပါ,ကားသည် ရပ်နားနေသောကြောင့် မီးပြကို ဂရုမစိုက်ပါ,A,A turn signal indicates the car may move into or across the filtering path soon; the rider should slow down and be ready to stop to avoid a collision.,ကွေ့မီးပြသည် ကားသည် မကြာမီ ဖြတ်ကျော်နေသော လမ်းကြောင်းသို့ ရွေ့လှားနိုင်ကြောင်း ညွှန်ပြသောကြောင့် ယာဉ်မောင်းသူသည် မတော်တဆမှု မဖြစ်စေရန် မြန်နှုန်းလျှော့ပြီး ရပ်ရန် အသင့်ပြင်ထားသင့်သည်။,,,PENDING,
sg_rtt_0052,lane_filtering_positioning,,easy,What is the recommended following distance behind a vehicle in normal dry conditions for a motorcyclist?,ပုံမှန်ခြောက်သွေ့သောအခြေအနေတွင် ယာဉ်တစ်စီးနောက်ကျောတွင် ဆိုင်ကယ်မောင်းသူအတွက် အကြံပြုထားသော နောက်ခံအကွာအဝေးက ဘာလဲ။,"At least a two-second gap, increased in poor conditions",As close as possible to save time,Exactly one motorcycle length regardless of speed,အနည်းဆုံး စက္ကန့်နှစ်စက္ကန့် အကွာအဝေး၊ အခြေအနေဆိုးသောအခါ ပိုမိုတိုးချဲ့ပါ,အချိန်ချွေတာရန် တတ်နိုင်သမျှနီးကပ်စွာ,မြန်နှုန်းမရွေး ဆိုင်ကယ်တစ်စီးအလျား အတိအကျ,A,A minimum two-second following gap gives a rider enough time to react and brake safely if the vehicle ahead stops suddenly.,အနည်းဆုံး စက္ကန့်နှစ်စက္ကန့် နောက်ခံအကွာအဝေးသည် ရှေ့ယာဉ် ရုတ်တရက်ရပ်လျှင် ယာဉ်မောင်းသူအား တုံ့ပြန်ပြီး ဘေးကင်းစွာ ဘရိတ်ကိုက်ရန် အချိန်လုံလောက်စွာ ပေးသည်။,,,PENDING,
sg_rtt_0053,lane_filtering_positioning,,medium,"When approaching a row of parked vehicles on the left, what lane position helps avoid being struck by a suddenly opened car door?",ဘယ်ဘက်ရှိ ရပ်နားထားသောယာဉ်တန်းကို ချဥ်းကပ်သောအခါ ရုတ်တရက်ဖွင့်လှစ်လာသော ကားတံခါးတွင် မထိမိရန် မည်သည့်လမ်းကြောနေရာက အကူအညီပေးသလဲ။,"Position further toward the right of the lane, away from the parked vehicles",Position as close as possible to the parked vehicles,Position does not matter if riding slowly,ရပ်နားထားသောယာဉ်များမှ ဝေးကွာစေရန် လမ်းကြောညာဘက်သို့ ပိုမိုနေရာယူပါ,ရပ်နားထားသောယာဉ်များနှင့် တတ်နိုင်သမျှနီးကပ်စွာ နေရာယူပါ,နှေးနှေးမောင်းလျှင် နေရာက အရေးမကြီးပါ,A,Riding further from parked cars creates a safety buffer in case a door opens suddenly or a pedestrian steps out between vehicles.,ရပ်နားထားသောကားများမှ ပိုဝေးကွာစွာ မောင်းနှင်ခြင်းသည် ရုတ်တရက် တံခါးဖွင့်လှစ်ခြင်း သို့မဟုတ် ယာဉ်များကြားမှ လူတစ်ဦး ထွက်လာခြင်းအတွက် ဘေးကင်းရေးနေရာလပ်တစ်ခု ဖန်တီးပေးသည်။,,,PENDING,
sg_rtt_0054,lane_filtering_positioning,,medium,What is a key reason to avoid riding in a heavy vehicle's blind spot for a long period?,ယာဉ်ကြီးတစ်စီး၏ မျက်စိမမြင်ရသောနေရာတွင် ကြာရှည်စွာ မောင်းနှင်ခြင်းကို ရှောင်ကြဥ်ရန် အဓိကအကြောင်းရင်းက ဘာလဲ။,The heavy vehicle's driver cannot see the motorcycle and may change lanes or turn without warning,It uses more fuel to ride beside a heavy vehicle,It is against the law to ride near any heavy vehicle,ယာဉ်ကြီးယာဉ်မောင်းသူသည် ဆိုင်ကယ်ကို မမြင်နိုင်ဘဲ သတိပေးချက်မပါဘဲ လမ်းကြောပြောင်း သို့မဟုတ် ကွေ့နိုင်သည်,ယာဉ်ကြီးဘေးတွင် မောင်းနှင်ခြင်းသည် လောင်စာဆီပိုသုံးသည်,ယာဉ်ကြီးအနီးတွင် မောင်းနှင်ခြင်းသည် ဥပဒေနှင့်မညီ,A,Heavy vehicles have large blind spots; staying in one for long increases the risk that the driver will not notice the motorcycle when manoeuvring.,ယာဉ်ကြီးများသည် ကျယ်ပြန့်သော မျက်စိမမြင်ရသောနေရာများရှိသောကြောင့် ထိုနေရာတွင် ကြာရှည်နေခြင်းသည် ယာဉ်မောင်းသူက ဆိုင်ကယ်ကို လှုပ်ရှားသောအခါ သတိမပြုနိုင်ခြေကို တိုးမြှင့်စေသည်။,,,PENDING,
