id,syllabusRef,topic,media_src,media_file,prompt_en,answer_index,correct_choice_en
"jp_car_0179","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","The maximum speed for mopeds on public roads that are not designated by signs is 30 kilometers per h","0","True"
"jp_car_0180","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","It is not a violation to park within 5 meters of a fire hydrant or fire prevention water tank.","1","False"
"jp_car_0181","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","Vehicles may not park or stop on the road within 5 meters of the side edge of an intersection.","0","True"
"jp_car_0182","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","Parking is prohibited within 5 meters of a crosswalk or its edge.","0","True"
"jp_car_0183","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","You can always park within 10 meters of a bus stop sign outside of bus service hours.","1","False"
"jp_car_0184","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","On general roads other than the main lanes of expressways, the legal maximum speed is 60 kilometers ","0","True"
"jp_car_0185","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","There is no problem parking near the top of a hill or on a steep slope as long as you do not overtak","1","False"
"jp_car_0186","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","No parking or parking is permitted inside the tunnel, except in designated areas for vehicle exchang","0","True"
"jp_car_0187","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","When parking, it is necessary to park along the left edge of the road and parallel to the road so as","0","True"
"jp_car_0188","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","In areas where there is a """"parking space"""" sign, the driver may park his or her car without having ","1","False"
"jp_car_0189","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","Parking is prohibited within 1 meter of a fire alarm.","0","True"
"jp_car_0190","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","Do not park where it obstructs other traffic, even on unmarked residential roads.","0","True"
"jp_car_0191","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","On expressway main lanes, parking on the shoulder of the road is permitted, except in unavoidable ci","1","False"
"jp_car_0192","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","When parking, make sure to apply the handbrake (parking brake) to prevent the vehicle from moving.","0","True"
"jp_car_0193","jp.car.karimen.ch3-speed-parking","karimen_speed_limits_parking","","","When parking on a slope, it is recommended to take measures such as chocking the tires to prevent th","0","True"
"jp_car_0194","jp.car.honmen.ch1-expressway","honmen_expressway","","","At merging points on highways, drivers must use the acceleration lane to match the speed of vehicles","0","True"
"jp_car_0195","jp.car.honmen.ch1-expressway","honmen_expressway","","","If you feel drowsy or tired while driving on the expressway, you should take a break at a service ar","0","True"
"jp_car_0196","jp.car.honmen.ch1-expressway","honmen_expressway","","","The roadside strip (shoulder) of an expressway is recognized as a lane in which general vehicles may","1","False"
"jp_car_0197","jp.car.honmen.ch1-expressway","honmen_expressway","","","The maximum speed for large freight vehicles and large passenger cars traveling on expressways is so","0","True"
"jp_car_0198","jp.car.honmen.ch1-expressway","honmen_expressway","","","It is advisable to follow the guide signs and change lanes as soon as possible before an expressway ","0","True"
"jp_car_0199","jp.car.honmen.ch1-expressway","honmen_expressway","","","If you are driving on the main line of an expressway and see a broken-down vehicle in front of you, ","1","False"
"jp_car_0200","jp.car.honmen.ch1-expressway","honmen_expressway","","","If your vehicle breaks down on the highway, turn on your hazard lights and place a stop indicator (s","0","True"
"jp_car_0201","jp.car.honmen.ch1-expressway","honmen_expressway","","","When exiting from the main road of an expressway, first enter the deceleration lane and reduce your ","0","True"
"jp_car_0202","jp.car.honmen.ch1-expressway","honmen_expressway","","","On a highway, a distance of 10 meters from the car in front is always sufficient, regardless of spee","1","False"
"jp_car_0203","jp.car.honmen.ch1-expressway","honmen_expressway","","","When driving on the main road of an expressway, as a general rule, use the rightmost lane only for p","0","True"
"jp_car_0204","jp.car.honmen.ch1-expressway","honmen_expressway","","","If a """"chain restriction"""" sign is posted on a snowy or icy road, you will not be able to drive on i","0","True"
"jp_car_0205","jp.car.honmen.ch1-expressway","honmen_expressway","","","If you put up a stop sign on the main line of the expressway, you won't have any problems leaving yo","1","False"
"jp_car_0206","jp.car.honmen.ch1-expressway","honmen_expressway","","","As a general rule, pedestrians, bicycles, and mopeds are not allowed on expressways.","0","True"
"jp_car_0207","jp.car.honmen.ch1-expressway","honmen_expressway","","","If there are fewer lanes on the main road of an expressway due to construction, etc., you must chang","0","True"
"jp_car_0208","jp.car.honmen.ch1-expressway","honmen_expressway","","","In expressway tunnels, the distance between vehicles may be shorter than in other sections.","1","False"
"jp_car_0209","jp.car.honmen.ch1-expressway","honmen_expressway","","","There are many lane changes near expressway junctions (JCTs), so it is necessary to use your turn si","0","True"
"jp_car_0210","jp.car.honmen.ch1-expressway","honmen_expressway","","","When driving continuously on a highway for a long time, it is recommended to take a break approximat","0","True"
"jp_car_0211","jp.car.honmen.ch1-expressway","honmen_expressway","","","Climbing lanes (lanes created at uphill slopes) on expressways are lanes used by fast-moving vehicle","1","False"
"jp_car_0212","jp.car.honmen.ch1-expressway","honmen_expressway","","","Before entering the main road of an expressway, accelerate sufficiently in the acceleration lane and","0","True"
"jp_car_0213","jp.car.honmen.ch1-expressway","honmen_expressway","","","If the car in front of you suddenly brakes on the highway and slows down, you can use the hazard lig","0","True"
"jp_car_0214","jp.car.honmen.ch1-expressway","honmen_expressway","","","ETC-only lanes allow vehicles that are not equipped with ETC to pass by if they stop temporarily.","1","False"
"jp_car_0215","jp.car.honmen.ch1-expressway","honmen_expressway","","","If the expressway is closed due to weather warnings, etc., you must exit onto the general road at th","0","True"
"jp_car_0216","jp.car.honmen.ch1-expressway","honmen_expressway","","","If you are driving on the main road of an expressway and it is unavoidable to drive at a low speed, ","0","True"
"jp_car_0217","jp.car.honmen.ch1-expressway","honmen_expressway","","","The correct following distance on a highway is determined only by the size of the vehicle, not by sp","1","False"
"jp_car_0218","jp.car.honmen.ch1-expressway","honmen_expressway","","","It is desirable for vehicles traveling on the main road at expressway merging sections to give consi","0","True"
"jp_car_0219","jp.car.honmen.ch1-expressway","honmen_expressway","","","If you take a wrong turn at a highway fork, do not back up or stop on the main road and try to turn ","0","True"
"jp_car_0220","jp.car.honmen.ch1-expressway","honmen_expressway","","","Expressway service areas and parking areas can be accessed directly from general roads.","1","False"
"jp_car_0221","jp.car.honmen.ch1-expressway","honmen_expressway","","","When driving on a highway, it is necessary to slow down and drive carefully near bridges and tunnel ","0","True"
"jp_car_0222","jp.car.honmen.ch1-expressway","honmen_expressway","","","In principle, the minimum speed on the main road of an expressway is set at 50 kilometers per hour.","0","True"
"jp_car_0223","jp.car.honmen.ch1-expressway","honmen_expressway","","","If you are forced to stop on the shoulder of a highway due to a breakdown, the safest thing to do is","1","False"
"jp_car_0224","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Vehicles intending to turn right at an intersection must signal their right turn 30 meters before th","0","True"
"jp_car_0225","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Vehicles waiting to turn right at an intersection should generally wait near the center of the inter","0","True"
"jp_car_0226","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If you are not entering the intersection at the moment the traffic light turns yellow, you may conti","1","False"
"jp_car_0227","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When there are multiple oncoming lanes at an intersection, vehicles making a right turn must be awar","0","True"
"jp_car_0228","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When approaching an intersection with poor visibility, you should slow down and check your surroundi","0","True"
"jp_car_0229","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If you are at an intersection with a stop sign and can confirm that there are no other vehicles, you","1","False"
"jp_car_0230","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Vehicles driving inside a roundabout must give a signal (turn signal) when exiting.","0","True"
"jp_car_0231","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When making a left turn at an intersection, try to get to the left edge of the road as much as possi","0","True"
"jp_car_0232","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When turning right at an intersection, the basic rule is to stay as close to the left side of the ro","1","False"
"jp_car_0233","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Even if the traffic light is green at an intersection, if a police officer uses a hand signal to ins","0","True"
"jp_car_0234","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Even just before a railroad crossing, you must stop temporarily and check to see if it is safe on bo","0","True"
"jp_car_0235","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Once the barrier at the level crossing begins to go up, you are sure that no train is approaching, s","1","False"
"jp_car_0236","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If an oncoming vehicle is waiting to turn right at an intersection and you want to go straight ahead","0","True"
"jp_car_0237","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If you are at a crossroads with poor visibility and there are stop signs on both sides, make sure bo","0","True"
"jp_car_0238","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Even if you are stuck in an intersection due to traffic jams, you can enter the intersection if the ","1","False"
"jp_car_0239","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When turning right at an intersection with traffic lights and crossing oncoming lanes, you must also","0","True"
"jp_car_0240","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If there is a traffic jam ahead of the crossing and there is a risk of stopping inside the crossing,","0","True"
"jp_car_0241","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When multiple vehicles turn right, left, or go straight at an intersection at the same time, the lar","1","False"
"jp_car_0242","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If you are at an intersection with a push-button signal and the button is not pressed, the pedestria","0","True"
"jp_car_0243","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","Even if an oncoming vehicle signals a right turn at an intersection, you may continue driving straig","0","True"
"jp_car_0244","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","If an emergency vehicle approaches an intersection with its siren blaring, you may continue through ","1","False"
"jp_car_0245","jp.car.honmen.ch2-intersections","honmen_right_of_way_intersections","","","When passing through an intersection, you must be careful not only of vehicles turning right from on","0","True"
"jp_car_0246","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","A flashing yellow light indicates that you may proceed while paying attention to other traffic.","0","True"
"jp_car_0247","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","A flashing red signal indicates that you must stop and then proceed after confirming safety.","0","True"
"jp_car_0248","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","If all the arrows on an arrow signal are off and only the red one is lit, you cannot go straight, bu","1","False"
"jp_car_0249","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","At crosswalks with push-button signals, the light may not turn green unless the pedestrian presses t","0","True"
"jp_car_0250","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","At intersections with pedestrian and vehicle separation signals, even if the vehicle signal is green","1","False"
"jp_car_0251","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","At intersections where the traffic lights are out due to malfunction, vehicles do not need to be par","1","False"
"jp_car_0252","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","When a police officer is directing traffic with his arms raised horizontally to the left and right, ","0","True"
"jp_car_0253","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Even if you are at a signal with an auxiliary sign that says """"right turn allowed"""" and everything o","0","True"
"jp_car_0254","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","If the signal at a railroad crossing has turned blue, you may pass through even if the barrier is do","1","False"
"jp_car_0255","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","As a general rule, vehicles are not allowed to enter roads or areas marked with """"Pedestrian Only"""" ","0","True"
"jp_car_0256","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","A sign indicating a """"bicycle crossing zone"""" indicates that this is a place for bicycles to cross.","0","True"
"jp_car_0257","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","You must always stop in sections where there is a sign that says """"Schools, kindergartens, daycare c","1","False"
"jp_car_0258","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","When the oncoming traffic light displays only a blue arrow (pointing to the left), you are only perm","0","True"
"jp_car_0259","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","The """"lights on"""" sign in front of the tunnel entrance instructs drivers to turn on their headlights","0","True"
"jp_car_0260","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","When the traffic light you are facing turns yellow, you must stop if it is safe to do so.","0","True"
"jp_car_0261","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Driving the wrong way on a road with a """"one-way"""" sign is a serious traffic violation.","0","True"
"jp_car_0262","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Even if there are police officers arranging traffic by hand signal, the display of the traffic light","1","False"
"jp_car_0263","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Road markings indicating """"no parking"""" (such as broken yellow lines) have the same effect as road s","0","True"
"jp_car_0264","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","At level crossings without traffic lights, warning signs indicating """"Level Crossing"""" are installed","0","True"
"jp_car_0265","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Immediately after the traffic light turns green, you may start driving immediately without checking ","1","False"
"jp_car_0266","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","The """"traffic division by direction"""" sign in front of the intersection specifies the direction of t","0","True"
"jp_car_0267","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","A restriction sign with an """"end"""" auxiliary sign indicates that the restriction will be lifted from","0","True"
"jp_car_0268","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. Y","0","(hazard 3-part)"
"jp_car_0269","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. You are ","0","(hazard 3-part)"
"jp_car_0270","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. A","0","(hazard 3-part)"
"jp_car_0271","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a nar","0","(hazard 3-part)"
"jp_car_0272","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. When dri","0","(hazard 3-part)"
"jp_car_0273","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. After he","0","(hazard 3-part)"
"jp_car_0274","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. An oncom","0","(hazard 3-part)"
"jp_car_0275","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a roa","0","(hazard 3-part)"
"jp_car_0276","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. While dr","0","(hazard 3-part)"
"jp_car_0277","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. A car is","0","(hazard 3-part)"
"jp_car_0278","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. O","0","(hazard 3-part)"
"jp_car_0279","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. Y","0","(hazard 3-part)"
"jp_car_0280","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. There is","0","(hazard 3-part)"
"jp_car_0281","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. A delive","0","(hazard 3-part)"
"jp_car_0282","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a roa","0","(hazard 3-part)"
"jp_car_0283","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. W","0","(hazard 3-part)"
"jp_car_0284","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. J","0","(hazard 3-part)"
"jp_car_0285","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. O","0","(hazard 3-part)"
"jp_car_0286","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. A","0","(hazard 3-part)"
"jp_car_0287","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. You are ","0","(hazard 3-part)"
"jp_car_0288","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. We are a","0","(hazard 3-part)"
"jp_car_0289","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. When dri","0","(hazard 3-part)"
"jp_car_0290","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If you feel drowsy while driving, you should hold back and continue driving to your destination.","1","False"
"jp_car_0291","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Driving under the influence of alcohol is strictly prohibited by law, even if the amount is small.","0","True"
"jp_car_0292","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Seat belts are required to be worn not only by the driver but also by all passengers seated in the v","0","True"
"jp_car_0293","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Holding a smartphone in your hand and staring at the screen while driving is fine for a short period","1","False"
"jp_car_0294","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","You need to keep enough distance between cars depending on your speed to avoid collision even if the","0","True"
"jp_car_0295","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","When passing a bicycle, it is desirable to maintain as wide a distance as possible (approximately 1 ","0","True"
"jp_car_0296","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","It is sufficient to use the turn signal (blinker) immediately before changing course.","1","False"
"jp_car_0297","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Before starting the engine, it is important to adjust the seat position and mirror angle to suit you","0","True"
"jp_car_0298","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Wearing sunglasses while driving at night improves your visibility and increases your safety.","1","False"
"jp_car_0299","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Before driving long distances, it is advisable to check the tire pressure and wear.","0","True"
"jp_car_0300","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","It is important to avoid leaving small children alone in the car as this can lead to heatstroke and ","0","True"
"jp_car_0301","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","You are free to use your horn whenever you wish to make your presence known.","1","False"
"jp_car_0302","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If you feel tired or sleepy, you should stop in a safe place and take a rest without overexerting yo","0","True"
"jp_car_0303","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If you want to operate the car navigation system or audio system while driving, it is best to stop t","0","True"
"jp_car_0304","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","There is no problem in pulling over or cutting into cars with elderly or beginner signs.","1","False"
"jp_car_0305","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Sudden starts and sudden braking should be avoided as much as possible, as they increase the risk of","0","True"
"jp_car_0306","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If you feel unwell while driving, you should stop the car in a safe place and take a rest.","0","True"
"jp_car_0307","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","There is no problem even if you load your luggage with it slightly sticking out of the car window as","1","False"
"jp_car_0308","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","It is best to avoid driving in footwear that makes it difficult to operate the pedals, such as sanda","0","True"
"jp_car_0309","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","While driving, you should always prioritize checking the surrounding traffic situation over operatin","0","True"
"jp_car_0310","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","When the headlights of an oncoming vehicle are bright, it is best to counter them by turning your he","1","False"
"jp_car_0311","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","It is important to check that there are no children or pets behind the vehicle before starting.","0","True"
"jp_car_0312","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Even if you step on the brakes, you won't be able to stop immediately, so adjust your speed and foll","0","True"
"jp_car_0313","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","The driver is not responsible even if the passenger in the front seat is not wearing a seat belt.","1","False"
"jp_car_0314","jp.car.honmen.ch6-parking","honmen_parking_rules","","","In areas where there is a """"No Parking"""" sign, drivers are not allowed to leave the parking area, bu","0","True"
"jp_car_0315","jp.car.honmen.ch6-parking","honmen_parking_rules","","","In areas where there is a """"No Parking"""" sign, you are allowed to park for a few minutes as long as ","1","False"
"jp_car_0316","jp.car.honmen.ch6-parking","honmen_parking_rules","","","On roads with a road-side lane for pedestrians and bicycles, you must not use it to overtake other v","0","True"
"jp_car_0317","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Parking is prohibited on the road within 10 meters in front of a railroad crossing.","0","True"
"jp_car_0318","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Double parking (parking next to another parked vehicle) is fine for a short period of time.","1","False"
"jp_car_0319","jp.car.honmen.ch6-parking","honmen_parking_rules","","","When parking on a slope, in addition to using the parking brake, it is advisable to take measures to","0","True"
"jp_car_0320","jp.car.honmen.ch6-parking","honmen_parking_rules","","","When parking, you must park along the left side of the road in the same direction as you are traveli","0","True"
"jp_car_0321","jp.car.honmen.ch6-parking","honmen_parking_rules","","","If the road has two-way traffic, you may park in the opposite direction to the direction of travel.","1","False"
"jp_car_0322","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Unauthorized vehicles shall not be parked in disabled parking spaces.","0","True"
"jp_car_0323","jp.car.honmen.ch6-parking","honmen_parking_rules","","","In areas with """"time-restricted parking zones (parking meters, etc.),"""" ​​you must not park for long","0","True"
"jp_car_0324","jp.car.honmen.ch6-parking","honmen_parking_rules","","","There are no storage or moving fees when recovering illegally parked vehicles that have been towed a","1","False"
"jp_car_0325","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Do not park on roads with """"parking room"""" signs unless you can secure the designated space (number ","0","True"
"jp_car_0326","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Parking is prohibited within 5 meters of a fire hydrant or fire prevention water tank.","0","True"
"jp_car_0327","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Parking for a few minutes in front of a crosswalk is permitted for purposes such as delivering packa","1","False"
"jp_car_0328","jp.car.honmen.ch6-parking","honmen_parking_rules","","","As a general rule, parking or parking is prohibited inside tunnels or on narrow bridges.","0","True"
"jp_car_0329","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","On rainy days, the road surface becomes slippery, so it is necessary to slow down and maintain a lon","0","True"
"jp_car_0330","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When there is fog, it is a good idea to turn your headlights downward (low beam) and use fog lights ","0","True"
"jp_car_0331","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","In fog, it is better to use high beams to improve visibility.","1","False"
"jp_car_0332","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","At night, when the headlights of an oncoming vehicle are bright, it is a good idea to turn your eyes","0","True"
"jp_car_0333","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","In heavy rain, shallow tire tread makes hydroplaning on standing water more likely and steering beco","0","True"
"jp_car_0334","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","Bridges and tunnel entrances and exits are less likely to freeze than other road sections.","1","False"
"jp_car_0335","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","If you feel unsafe due to poor visibility or strong winds when a typhoon approaches, it is best to e","0","True"
"jp_car_0336","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving at night, the distance between vehicles is often judged based on the sense of distance ","0","True"
"jp_car_0337","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","If you use wipers on rainy days, the friction between your tires and the road surface is the same as","1","False"
"jp_car_0338","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","After heavy rain, caution is required as low-lying areas and underpasses may be flooded.","0","True"
"jp_car_0339","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","Pedestrians and cyclists are difficult to see at night, so be especially careful about pedestrians w","0","True"
"jp_car_0340","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","On snow-covered roads, you can drive at the same speed as normal if you are wearing tire chains.","1","False"
"jp_car_0341","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When visibility is very poor due to fog or heavy rain, the hazard lights may be turned on to notify ","0","True"
"jp_car_0342","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving on a bridge or near the exit of a tunnel where strong crosswinds are blowing, reduce yo","0","True"
"jp_car_0343","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","If the windshield is foggy at night, you can wait until it clears while driving.","1","False"
"jp_car_0344","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","Icy roads (black ice) are difficult to distinguish from dry roads and are extremely dangerous.","0","True"
"jp_car_0345","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","If you brake suddenly on a rainy day, the tires may lock up and slip easily, so pumping brakes are u","0","True"
"jp_car_0346","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving at night, if you are driving in an urban area with sufficient road lighting, you do not","1","False"
"jp_car_0347","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When weather conditions are extremely bad, such as heavy snow or storms, it is recommended to refrai","0","True"
"jp_car_0348","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When the sun shines directly in front of you, the glare can make it difficult to see traffic lights ","0","True"
"jp_car_0349","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","If you experience hydroplaning on a rainy day, you should immediately slam on the brakes and slow do","1","False"
"jp_car_0350","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","In winter, some parts of the road that are in the shade are more likely to remain frozen than other ","0","True"
